userid,state,weixin,android,ios,first_platform,last_platform,change
1143,normal,1,0,0,weixin,None,False
1161,normal,9,0,0,weixin,weixin,False
1176,normal,1,0,0,weixin,None,False
1182,normal,2,0,0,weixin,weixin,False
1184,normal,4,0,0,weixin,weixin,False
1201,normal,4,0,0,weixin,weixin,False
1204,normal,2,3,0,android,weixin,True
1208,new,1,0,0,weixin,None,False
1219,normal,0,6,0,android,android,False
1220,normal,1,0,0,weixin,None,False
1224,normal,2,0,0,weixin,weixin,False
1225,new,2,0,0,weixin,weixin,False
1227,new,1,0,0,weixin,None,False
1229,normal,4,0,0,weixin,weixin,False
1231,normal,22,0,0,weixin,weixin,False
1235,normal,5,2,0,android,weixin,True
1236,new,2,0,0,weixin,weixin,False
1238,new,0,2,0,android,android,False
1239,new,1,0,0,weixin,None,False
1250,normal,0,0,2,ios,ios,False
1252,normal,17,0,0,weixin,weixin,False
1254,normal,3,0,0,weixin,weixin,False
1258,new,2,0,0,weixin,weixin,False
1263,normal,1,0,0,weixin,None,False
1266,new,1,0,0,weixin,None,False
1272,normal,6,0,0,weixin,weixin,False
1273,normal,25,0,0,weixin,weixin,False
1274,normal,1,1,0,weixin,android,True
1276,new,7,0,0,weixin,weixin,False
1284,normal,6,0,0,weixin,weixin,False
1285,normal,4,0,0,weixin,weixin,False
1290,new,1,0,0,weixin,None,False
1292,new,0,4,0,android,android,False
1298,normal,0,2,0,android,android,False
1300,normal,1,0,0,weixin,None,False
1307,new,1,0,0,weixin,None,False
1312,new,1,0,0,weixin,None,False
1317,new,2,0,0,weixin,weixin,False
1319,normal,5,0,0,weixin,weixin,False
1320,new,1,0,0,weixin,None,False
1323,normal,1,0,0,weixin,None,False
1328,normal,72,0,0,weixin,weixin,False
7350,normal,5,0,0,weixin,weixin,False
7450,new,1,0,0,weixin,None,False
7467,normal,3,0,0,weixin,weixin,False
7480,normal,3,0,0,weixin,weixin,False
7492,new,2,0,0,weixin,weixin,False
7495,new,2,0,0,weixin,weixin,False
7499,normal,2,0,0,weixin,weixin,False
7517,normal,7,0,0,weixin,weixin,False
7543,new,1,0,0,weixin,None,False
7546,normal,0,1,0,android,None,False
130,normal,19,0,0,weixin,weixin,False
7553,new,13,0,0,weixin,weixin,False
7569,normal,14,0,0,weixin,weixin,False
7578,disabled,2,0,0,weixin,weixin,False
7605,new,1,0,0,weixin,None,False
7633,normal,1,0,0,weixin,None,False
7636,new,1,0,0,weixin,None,False
7649,normal,4,0,0,weixin,weixin,False
7662,new,4,0,0,weixin,weixin,False
7687,normal,11,0,0,weixin,weixin,False
7705,normal,1,3,0,weixin,android,True
7714,normal,2,0,0,weixin,weixin,False
7729,new,3,0,0,weixin,weixin,False
7732,new,3,0,0,weixin,weixin,False
7738,normal,2,0,0,weixin,weixin,False
7745,normal,3,0,0,weixin,weixin,False
7751,new,1,0,0,weixin,None,False
7754,normal,3,0,0,weixin,weixin,False
7772,normal,1,0,2,ios,weixin,True
7783,new,1,0,0,weixin,None,False
7784,normal,1,0,0,weixin,None,False
7789,normal,1,0,0,weixin,None,False
7792,normal,2,0,0,weixin,weixin,False
7799,new,4,0,0,weixin,weixin,False
7800,normal,1,0,0,weixin,None,False
7819,new,1,0,0,weixin,None,False
7835,normal,7,0,0,weixin,weixin,False
7837,new,2,0,0,weixin,weixin,False
470,new,1,0,0,weixin,None,False
7876,normal,1,4,0,android,weixin,True
7892,new,1,0,0,weixin,None,False
7900,new,6,0,0,weixin,weixin,False
7908,normal,16,0,0,weixin,weixin,False
7919,normal,1,0,0,weixin,None,False
7920,normal,9,0,0,weixin,weixin,False
7921,normal,2,0,0,weixin,weixin,False
966,normal,8,0,0,weixin,weixin,False
7928,normal,1,0,0,weixin,None,False
7932,normal,5,0,0,weixin,weixin,False
7941,normal,2,0,0,weixin,weixin,False
7942,normal,6,0,0,weixin,weixin,False
7943,normal,12,0,0,weixin,weixin,False
7951,disabled,2,0,0,weixin,weixin,False
7954,normal,2,0,0,weixin,weixin,False
7955,normal,1,0,0,weixin,None,False
7957,normal,1,0,0,weixin,None,False
7959,normal,8,0,0,weixin,weixin,False
7972,normal,1,0,0,weixin,None,False
7976,normal,0,3,0,android,android,False
7977,normal,3,0,0,weixin,weixin,False
7978,normal,0,4,0,android,android,False
7979,normal,1,0,0,weixin,None,False
7981,new,1,0,0,weixin,None,False
7982,normal,16,0,0,weixin,weixin,False
7983,new,1,0,0,weixin,None,False
7987,normal,1,0,0,weixin,None,False
7989,new,0,0,1,ios,None,False
7991,normal,13,0,0,weixin,weixin,False
7994,normal,7,0,0,weixin,weixin,False
7995,normal,2,0,0,weixin,weixin,False
8000,normal,11,4,0,weixin,weixin,True
8001,new,1,0,0,weixin,None,False
8007,normal,2,0,0,weixin,weixin,False
8009,normal,5,0,0,weixin,weixin,False
8019,new,8,0,0,weixin,weixin,False
873,normal,4,0,0,weixin,weixin,False
8022,normal,1,0,0,weixin,None,False
1253,normal,1,0,0,weixin,None,False
8028,new,1,0,0,weixin,None,False
8030,normal,4,0,0,weixin,weixin,False
8031,new,3,0,0,weixin,weixin,False
8038,new,4,0,0,weixin,weixin,False
8042,new,0,2,0,android,android,False
8043,new,1,0,0,weixin,None,False
8044,new,5,0,0,weixin,weixin,False
8052,normal,1,0,0,weixin,None,False
8055,new,1,0,0,weixin,None,False
8061,normal,11,0,0,weixin,weixin,False
8064,normal,7,0,0,weixin,weixin,False
8067,normal,1,0,0,weixin,None,False
8070,normal,3,0,0,weixin,weixin,False
8072,normal,2,0,0,weixin,weixin,False
8077,normal,10,0,0,weixin,weixin,False
8079,new,1,0,0,weixin,None,False
8085,new,5,0,0,weixin,weixin,False
8090,normal,3,0,0,weixin,weixin,False
8091,normal,1,0,0,weixin,None,False
8092,normal,2,0,0,weixin,weixin,False
8093,normal,3,0,0,weixin,weixin,False
8094,normal,32,34,0,android,android,True
8104,normal,1,0,0,weixin,None,False
8108,normal,4,0,2,weixin,ios,True
8110,new,3,0,0,weixin,weixin,False
8112,normal,2,0,0,weixin,weixin,False
8119,normal,1,0,0,weixin,None,False
374,normal,2,0,0,weixin,weixin,False
8122,normal,3,2,0,weixin,weixin,True
8125,normal,1,0,0,weixin,None,False
8126,new,2,0,0,weixin,weixin,False
8129,normal,2,0,0,weixin,weixin,False
8130,normal,4,0,0,weixin,weixin,False
8131,new,1,0,0,weixin,None,False
8137,new,1,0,0,weixin,None,False
8143,new,1,0,0,weixin,None,False
8146,new,1,0,0,weixin,None,False
8149,normal,3,0,0,weixin,weixin,False
8153,normal,2,0,0,weixin,weixin,False
8154,new,2,0,0,weixin,weixin,False
8156,normal,4,0,0,weixin,weixin,False
8164,normal,1,0,0,weixin,None,False
8166,normal,1,0,0,weixin,None,False
8168,normal,8,0,0,weixin,weixin,False
8170,new,2,0,0,weixin,weixin,False
8171,new,1,0,0,weixin,None,False
8172,new,4,0,0,weixin,weixin,False
8173,normal,1,0,0,weixin,None,False
8175,normal,3,0,0,weixin,weixin,False
8180,normal,22,0,0,weixin,weixin,False
941,normal,3,0,0,weixin,weixin,False
8189,normal,8,0,0,weixin,weixin,False
8195,new,3,0,0,weixin,weixin,False
8200,new,2,0,0,weixin,weixin,False
8204,normal,8,0,0,weixin,weixin,False
8215,normal,5,0,0,weixin,weixin,False
8216,normal,1,0,0,weixin,None,False
8222,new,1,0,0,weixin,None,False
8225,normal,9,0,0,weixin,weixin,False
8230,normal,1,0,0,weixin,None,False
8232,normal,10,0,0,weixin,weixin,False
8242,new,1,0,0,weixin,None,False
8243,new,1,0,0,weixin,None,False
8245,new,2,0,0,weixin,weixin,False
8248,normal,1,0,0,weixin,None,False
8249,normal,16,0,0,weixin,weixin,False
8258,normal,1,0,0,weixin,None,False
8260,normal,4,0,0,weixin,weixin,False
8263,normal,7,0,0,weixin,weixin,False
8264,normal,2,3,0,weixin,android,True
8266,normal,12,0,0,weixin,weixin,False
8268,normal,1,4,0,android,android,True
8269,new,1,0,0,weixin,None,False
8270,normal,2,0,0,weixin,weixin,False
8274,normal,6,0,0,weixin,weixin,False
8275,normal,2,1,0,android,weixin,True
8276,normal,2,0,0,weixin,weixin,False
8286,normal,2,0,0,weixin,weixin,False
8299,normal,11,0,0,weixin,weixin,False
8301,normal,1,0,0,weixin,None,False
8309,new,1,0,0,weixin,None,False
8315,new,2,0,0,weixin,weixin,False
8322,normal,22,0,0,weixin,weixin,False
8327,new,1,0,0,weixin,None,False
8328,new,1,0,0,weixin,None,False
8329,new,1,0,0,weixin,None,False
8325,new,1,0,0,weixin,None,False
8332,normal,2,0,0,weixin,weixin,False
8334,new,1,0,0,weixin,None,False
8335,normal,1,2,5,ios,android,True
8337,new,1,0,0,weixin,None,False
8341,disabled,2,0,0,weixin,weixin,False
8343,normal,6,0,0,weixin,weixin,False
8347,new,1,0,0,weixin,None,False
8354,normal,5,0,0,weixin,weixin,False
8357,new,2,0,0,weixin,weixin,False
8358,normal,1,0,0,weixin,None,False
8359,normal,2,2,0,weixin,android,True
8361,normal,4,0,0,weixin,weixin,False
8362,new,1,0,0,weixin,None,False
8363,normal,10,0,0,weixin,weixin,False
8364,new,1,0,0,weixin,None,False
8365,normal,4,0,0,weixin,weixin,False
8367,normal,2,0,0,weixin,weixin,False
8372,new,1,0,0,weixin,None,False
8375,new,1,0,0,weixin,None,False
8360,normal,3,0,0,weixin,weixin,False
8380,normal,1,0,0,weixin,None,False
8381,normal,2,0,0,weixin,weixin,False
8384,normal,3,0,0,weixin,weixin,False
8387,normal,4,0,0,weixin,weixin,False
8399,normal,27,0,0,weixin,weixin,False
8401,normal,3,0,0,weixin,weixin,False
8403,new,2,0,0,weixin,weixin,False
8405,new,1,0,0,weixin,None,False
8410,new,1,0,0,weixin,None,False
8411,normal,12,0,0,weixin,weixin,False
8412,disabled,9,0,0,weixin,weixin,False
8415,new,2,0,0,weixin,weixin,False
8418,new,4,2,0,weixin,weixin,True
8432,new,1,0,0,weixin,None,False
8435,normal,1,6,0,android,weixin,True
8438,normal,1,2,0,android,weixin,True
8443,new,2,0,0,weixin,weixin,False
8444,normal,6,0,0,weixin,weixin,False
8448,normal,3,0,0,weixin,weixin,False
8452,normal,2,0,0,weixin,weixin,False
8454,new,2,0,0,weixin,weixin,False
8458,new,1,0,0,weixin,None,False
8460,new,1,0,0,weixin,None,False
8462,new,5,0,0,weixin,weixin,False
8465,normal,1,0,0,weixin,None,False
8469,normal,1,0,0,weixin,None,False
8475,normal,2,0,0,weixin,weixin,False
8478,new,1,0,0,weixin,None,False
8482,normal,7,0,0,weixin,weixin,False
8484,new,2,0,0,weixin,weixin,False
8485,normal,1,0,0,weixin,None,False
8486,new,1,0,0,weixin,None,False
8489,normal,1,0,2,ios,weixin,True
8490,normal,0,0,1,ios,None,False
8491,normal,8,0,0,weixin,weixin,False
8492,normal,1,0,0,weixin,None,False
8505,normal,1,0,0,weixin,None,False
8506,normal,3,0,0,weixin,weixin,False
8508,normal,1,0,0,weixin,None,False
8509,normal,1,0,0,weixin,None,False
8512,normal,2,2,0,android,weixin,True
8513,new,1,0,0,weixin,None,False
8528,normal,3,0,0,weixin,weixin,False
8534,new,6,0,0,weixin,weixin,False
8535,normal,3,0,0,weixin,weixin,False
8536,new,5,0,0,weixin,weixin,False
8542,auditting,4,0,0,weixin,weixin,False
8544,normal,1,0,0,weixin,None,False
8549,normal,4,0,0,weixin,weixin,False
8550,normal,1,0,0,weixin,None,False
8552,new,4,0,0,weixin,weixin,False
8553,normal,3,0,0,weixin,weixin,False
8554,normal,2,0,0,weixin,weixin,False
8558,normal,3,0,0,weixin,weixin,False
8560,normal,13,0,0,weixin,weixin,False
8561,new,1,0,0,weixin,None,False
8480,normal,8,0,0,weixin,weixin,False
8568,normal,13,4,0,weixin,weixin,True
8573,normal,1,0,0,weixin,None,False
8575,normal,12,0,0,weixin,weixin,False
8578,normal,1,0,0,weixin,None,False
8586,normal,3,0,0,weixin,weixin,False
8594,new,1,0,0,weixin,None,False
8595,normal,3,0,0,weixin,weixin,False
8601,normal,3,0,0,weixin,weixin,False
8602,normal,1,0,0,weixin,None,False
8603,normal,1,0,0,weixin,None,False
8604,normal,1,0,0,weixin,None,False
8605,new,4,0,0,weixin,weixin,False
8611,new,1,0,0,weixin,None,False
8614,normal,2,0,0,weixin,weixin,False
8619,normal,7,0,0,weixin,weixin,False
8621,new,1,0,0,weixin,None,False
8622,normal,38,0,0,weixin,weixin,False
8626,new,1,0,0,weixin,None,False
8628,normal,1,0,0,weixin,None,False
8638,new,2,0,0,weixin,weixin,False
8640,normal,1,0,0,weixin,None,False
8641,normal,4,0,0,weixin,weixin,False
8649,normal,5,0,0,weixin,weixin,False
8650,new,1,0,0,weixin,None,False
8651,normal,5,0,0,weixin,weixin,False
8654,normal,13,0,0,weixin,weixin,False
8577,new,2,0,0,weixin,weixin,False
8665,normal,2,0,0,weixin,weixin,False
8666,new,2,0,0,weixin,weixin,False
8684,new,1,0,0,weixin,None,False
8685,new,2,0,0,weixin,weixin,False
4920,normal,2,0,0,weixin,weixin,False
891,new,1,0,0,weixin,None,False
8678,normal,3,0,0,weixin,weixin,False
8689,normal,1,0,0,weixin,None,False
8695,new,2,0,0,weixin,weixin,False
8699,normal,3,0,0,weixin,weixin,False
8707,new,2,0,0,weixin,weixin,False
8709,normal,1,0,0,weixin,None,False
8711,new,1,0,0,weixin,None,False
8714,new,3,0,0,weixin,weixin,False
8715,normal,33,0,0,weixin,weixin,False
8717,new,2,0,0,weixin,weixin,False
8718,normal,1,0,0,weixin,None,False
8719,new,1,0,0,weixin,None,False
8722,normal,2,0,0,weixin,weixin,False
8723,normal,1,0,0,weixin,None,False
8724,normal,108,2,0,weixin,weixin,True
8727,new,1,0,0,weixin,None,False
8729,new,1,0,0,weixin,None,False
8730,new,3,0,0,weixin,weixin,False
8738,normal,2,0,0,weixin,weixin,False
8742,normal,1,0,0,weixin,None,False
8743,new,1,0,0,weixin,None,False
8744,normal,1,0,0,weixin,None,False
8745,new,4,0,0,weixin,weixin,False
8749,normal,3,0,0,weixin,weixin,False
8751,normal,2,0,0,weixin,weixin,False
8753,new,2,0,0,weixin,weixin,False
8755,normal,0,3,0,android,android,False
8758,new,4,0,0,weixin,weixin,False
8760,normal,5,0,0,weixin,weixin,False
8765,normal,2,0,0,weixin,weixin,False
8771,new,1,0,0,weixin,None,False
8773,normal,4,0,0,weixin,weixin,False
8774,normal,2,0,0,weixin,weixin,False
8775,new,1,0,0,weixin,None,False
8777,normal,3,0,0,weixin,weixin,False
8794,normal,1,0,0,weixin,None,False
8795,normal,23,0,0,weixin,weixin,False
382,normal,2,0,0,weixin,weixin,False
8803,normal,6,0,4,ios,ios,True
8804,new,41,0,0,weixin,weixin,False
8810,normal,1,0,0,weixin,None,False
8811,normal,5,0,0,weixin,weixin,False
8813,normal,1,0,0,weixin,None,False
8817,new,7,0,0,weixin,weixin,False
8818,normal,2,0,0,weixin,weixin,False
8822,normal,6,0,0,weixin,weixin,False
8823,normal,10,0,0,weixin,weixin,False
8826,new,1,0,0,weixin,None,False
8828,normal,1,0,0,weixin,None,False
8835,new,1,0,0,weixin,None,False
8836,normal,11,0,0,weixin,weixin,False
8841,normal,3,0,0,weixin,weixin,False
8842,new,1,0,0,weixin,None,False
8843,new,1,0,0,weixin,None,False
8844,normal,1,0,0,weixin,None,False
8856,new,2,0,0,weixin,weixin,False
8860,normal,6,0,0,weixin,weixin,False
8863,new,1,0,0,weixin,None,False
8697,new,3,0,0,weixin,weixin,False
1132,normal,5,0,0,weixin,weixin,False
8885,new,1,0,0,weixin,None,False
8889,normal,2,0,0,weixin,weixin,False
8892,normal,2,0,0,weixin,weixin,False
8894,new,5,0,0,weixin,weixin,False
8898,normal,1,2,0,android,weixin,True
8899,normal,3,0,0,weixin,weixin,False
8904,normal,1,0,0,weixin,None,False
8907,new,4,0,0,weixin,weixin,False
8909,new,2,0,0,weixin,weixin,False
602,normal,1,0,0,weixin,None,False
8911,normal,2,0,0,weixin,weixin,False
8917,normal,2,0,0,weixin,weixin,False
8918,normal,5,0,0,weixin,weixin,False
8927,normal,8,0,0,weixin,weixin,False
2107,new,7,0,0,weixin,weixin,False
8930,normal,2,0,0,weixin,weixin,False
8931,normal,11,0,0,weixin,weixin,False
8932,normal,10,0,0,weixin,weixin,False
8933,normal,5,0,0,weixin,weixin,False
8935,normal,3,0,0,weixin,weixin,False
8936,normal,4,0,0,weixin,weixin,False
8940,normal,1,0,0,weixin,None,False
8941,normal,1,0,0,weixin,None,False
8944,normal,1,0,0,weixin,None,False
8951,new,1,0,0,weixin,None,False
2242,new,0,0,1,ios,None,False
8952,normal,15,0,0,weixin,weixin,False
8954,normal,8,0,0,weixin,weixin,False
8955,new,9,0,0,weixin,weixin,False
8958,normal,1,0,0,weixin,None,False
8963,new,8,0,0,weixin,weixin,False
8964,normal,1,0,0,weixin,None,False
8971,new,0,0,1,ios,None,False
8977,normal,1,0,0,weixin,None,False
8374,normal,8,0,0,weixin,weixin,False
8980,normal,3,0,0,weixin,weixin,False
8981,new,7,0,0,weixin,weixin,False
8986,normal,5,0,0,weixin,weixin,False
8987,new,5,0,0,weixin,weixin,False
8988,normal,1,0,0,weixin,None,False
8995,normal,0,2,0,android,android,False
8997,normal,1,0,0,weixin,None,False
8839,normal,1,2,0,android,weixin,True
9005,normal,13,0,0,weixin,weixin,False
9007,normal,1,0,0,weixin,None,False
9008,new,1,0,0,weixin,None,False
9010,normal,1,0,0,weixin,None,False
9019,new,1,0,0,weixin,None,False
9023,new,9,0,0,weixin,weixin,False
9033,new,2,0,0,weixin,weixin,False
9038,normal,4,0,0,weixin,weixin,False
9042,normal,0,0,2,ios,ios,False
9046,normal,3,0,0,weixin,weixin,False
9049,normal,6,0,0,weixin,weixin,False
9061,normal,10,0,0,weixin,weixin,False
9062,normal,3,0,0,weixin,weixin,False
9068,normal,1,0,0,weixin,None,False
9040,normal,2,0,0,weixin,weixin,False
9074,normal,4,0,0,weixin,weixin,False
9081,new,1,0,0,weixin,None,False
9084,new,1,0,0,weixin,None,False
9085,normal,6,0,0,weixin,weixin,False
9088,normal,10,0,0,weixin,weixin,False
9093,new,1,0,0,weixin,None,False
9094,normal,1,0,0,weixin,None,False
9095,normal,1,0,0,weixin,None,False
9099,new,1,0,0,weixin,None,False
9101,normal,1,0,1,ios,weixin,True
9102,new,1,0,0,weixin,None,False
9104,normal,2,0,1,weixin,ios,True
9106,normal,3,0,0,weixin,weixin,False
8424,normal,1,0,2,ios,weixin,True
9116,normal,1,0,0,weixin,None,False
9119,normal,2,0,0,weixin,weixin,False
9125,normal,1,0,0,weixin,None,False
9126,normal,0,0,4,ios,ios,False
9127,new,4,0,0,weixin,weixin,False
9131,normal,3,0,0,weixin,weixin,False
9134,normal,2,0,0,weixin,weixin,False
9139,normal,1,0,0,weixin,None,False
9140,new,2,0,0,weixin,weixin,False
9141,normal,1,0,0,weixin,None,False
9142,normal,0,0,2,ios,ios,False
8228,new,2,0,0,weixin,weixin,False
9146,normal,16,0,0,weixin,weixin,False
9149,new,3,0,0,weixin,weixin,False
9150,new,1,0,0,weixin,None,False
9155,new,1,0,0,weixin,None,False
9156,normal,5,0,0,weixin,weixin,False
9164,new,1,0,0,weixin,None,False
9169,normal,15,0,0,weixin,weixin,False
9175,new,1,0,0,weixin,None,False
9176,normal,2,0,0,weixin,weixin,False
9178,normal,3,0,0,weixin,weixin,False
9180,normal,7,0,0,weixin,weixin,False
9184,normal,8,0,0,weixin,weixin,False
9193,normal,1,0,0,weixin,None,False
9197,normal,1,0,0,weixin,None,False
9198,normal,4,0,0,weixin,weixin,False
9199,normal,6,0,0,weixin,weixin,False
9201,normal,1,0,0,weixin,None,False
9202,normal,2,0,0,weixin,weixin,False
9203,new,1,0,0,weixin,None,False
9204,normal,6,0,0,weixin,weixin,False
9205,normal,5,0,0,weixin,weixin,False
9207,normal,5,0,0,weixin,weixin,False
9208,normal,4,0,0,weixin,weixin,False
9209,new,1,0,0,weixin,None,False
9210,disabled,11,0,0,weixin,weixin,False
9211,new,1,0,0,weixin,None,False
9212,normal,5,0,0,weixin,weixin,False
9216,new,7,0,0,weixin,weixin,False
9219,new,1,0,0,weixin,None,False
9223,normal,4,0,0,weixin,weixin,False
9225,new,6,0,0,weixin,weixin,False
9226,normal,1,0,0,weixin,None,False
9227,normal,1,0,0,weixin,None,False
9228,normal,1,0,0,weixin,None,False
9230,normal,4,0,0,weixin,weixin,False
9233,normal,1,0,0,weixin,None,False
9234,new,4,0,0,weixin,weixin,False
9235,normal,3,0,0,weixin,weixin,False
9238,normal,3,0,0,weixin,weixin,False
9239,normal,6,0,0,weixin,weixin,False
9248,normal,8,0,0,weixin,weixin,False
9252,normal,4,0,0,weixin,weixin,False
9253,new,1,0,0,weixin,None,False
9256,new,1,0,0,weixin,None,False
9258,new,1,0,0,weixin,None,False
9263,normal,1,0,0,weixin,None,False
9265,new,1,0,0,weixin,None,False
9267,normal,2,0,0,weixin,weixin,False
9270,normal,1,0,0,weixin,None,False
9272,normal,3,0,0,weixin,weixin,False
9273,normal,8,0,0,weixin,weixin,False
9283,new,3,0,0,weixin,weixin,False
9285,new,12,0,0,weixin,weixin,False
9286,normal,1,0,0,weixin,None,False
9289,normal,8,0,0,weixin,weixin,False
9291,normal,1,0,0,weixin,None,False
9293,new,1,0,0,weixin,None,False
8455,normal,6,0,0,weixin,weixin,False
9278,new,1,0,0,weixin,None,False
9295,normal,14,0,0,weixin,weixin,False
9308,normal,1,0,0,weixin,None,False
9311,normal,1,0,0,weixin,None,False
9312,normal,1,0,0,weixin,None,False
9313,new,7,0,0,weixin,weixin,False
9314,new,3,0,0,weixin,weixin,False
9316,normal,12,0,0,weixin,weixin,False
9321,normal,6,0,0,weixin,weixin,False
9325,new,1,0,0,weixin,None,False
9332,new,6,0,0,weixin,weixin,False
9334,new,1,0,0,weixin,None,False
9335,new,2,0,0,weixin,weixin,False
9336,normal,12,0,0,weixin,weixin,False
9340,normal,1,0,0,weixin,None,False
9345,normal,3,0,0,weixin,weixin,False
9346,new,9,0,0,weixin,weixin,False
9347,normal,1,0,0,weixin,None,False
9348,normal,1,0,0,weixin,None,False
9354,normal,2,2,0,android,weixin,True
9355,new,1,0,0,weixin,None,False
9356,normal,3,0,0,weixin,weixin,False
9360,normal,1,0,0,weixin,None,False
9361,new,1,0,0,weixin,None,False
9365,normal,1,0,0,weixin,None,False
9366,new,0,1,0,android,None,False
9369,new,1,0,0,weixin,None,False
9370,normal,3,0,0,weixin,weixin,False
9372,normal,19,0,0,weixin,weixin,False
9374,normal,15,0,0,weixin,weixin,False
9377,normal,0,2,0,android,android,False
9380,normal,3,0,0,weixin,weixin,False
9382,new,1,0,0,weixin,None,False
9389,normal,15,0,0,weixin,weixin,False
9393,normal,1,0,0,weixin,None,False
9400,new,1,0,0,weixin,None,False
9401,new,1,0,0,weixin,None,False
9407,normal,3,0,0,weixin,weixin,False
9410,new,6,0,0,weixin,weixin,False
9414,normal,3,0,0,weixin,weixin,False
9415,normal,5,0,0,weixin,weixin,False
9416,new,3,0,0,weixin,weixin,False
9418,normal,2,0,0,weixin,weixin,False
9419,new,1,0,0,weixin,None,False
9421,normal,1,0,0,weixin,None,False
9422,new,1,0,0,weixin,None,False
9424,normal,2,0,0,weixin,weixin,False
9425,normal,2,0,0,weixin,weixin,False
9427,normal,1,0,0,weixin,None,False
9428,normal,2,0,0,weixin,weixin,False
9430,normal,3,0,0,weixin,weixin,False
9432,normal,4,0,0,weixin,weixin,False
9435,new,1,0,0,weixin,None,False
9438,normal,1,0,0,weixin,None,False
9439,normal,20,0,0,weixin,weixin,False
9440,normal,3,0,0,weixin,weixin,False
9441,normal,0,0,2,ios,ios,False
9442,new,1,0,0,weixin,None,False
9449,new,1,0,0,weixin,None,False
9454,new,1,0,0,weixin,None,False
9455,normal,2,0,0,weixin,weixin,False
9456,normal,0,2,0,android,android,False
9459,new,3,0,0,weixin,weixin,False
9490,new,0,0,8,ios,ios,False
9517,new,0,0,2,ios,ios,False
9527,normal,3,0,0,weixin,weixin,False
9534,new,0,0,1,ios,None,False
9607,new,0,0,1,ios,None,False
9608,new,0,0,1,ios,None,False
9538,normal,0,0,5,ios,ios,False
9639,normal,5,0,0,weixin,weixin,False
9647,normal,22,8,0,android,weixin,True
9650,new,0,26,0,android,android,False
9651,new,0,0,2,ios,ios,False
9652,new,0,0,1,ios,None,False
9614,normal,2,0,0,weixin,weixin,False
9551,normal,2,0,0,weixin,weixin,False
9661,new,0,0,1,ios,None,False
9662,new,1,0,0,weixin,None,False
9622,normal,4,0,0,weixin,weixin,False
9664,normal,4,2,0,weixin,android,True
9667,new,11,0,0,weixin,weixin,False
2007,normal,0,6,0,android,android,False
9535,normal,4,0,0,weixin,weixin,False
9673,normal,6,6,0,android,weixin,True
9519,normal,1,0,0,weixin,None,False
9678,normal,11,0,1,ios,weixin,True
9680,normal,0,2,10,android,ios,True
7996,new,0,17,0,android,android,False
9682,new,0,0,1,ios,None,False
9529,normal,2,0,0,weixin,weixin,False
9616,normal,1,0,0,weixin,None,False
9473,normal,20,0,0,weixin,weixin,False
9687,new,0,0,1,ios,None,False
9692,new,1,0,0,weixin,None,False
9696,new,0,0,3,ios,ios,False
9697,new,0,2,0,android,android,False
9605,normal,5,0,0,weixin,weixin,False
8280,new,0,0,1,ios,None,False
4641,new,1,2,0,android,weixin,True
9315,normal,6,0,0,weixin,weixin,False
1083,new,0,4,0,android,android,False
9700,normal,1,0,0,weixin,None,False
9709,new,0,0,1,ios,None,False
9711,normal,11,0,0,weixin,weixin,False
8737,normal,5,2,0,weixin,weixin,True
9716,normal,0,0,3,ios,ios,False
9718,normal,0,2,0,android,android,False
9722,normal,3,0,0,weixin,weixin,False
9723,normal,8,0,0,weixin,weixin,False
9724,new,0,0,1,ios,None,False
9499,normal,1,0,0,weixin,None,False
9728,normal,4,0,0,weixin,weixin,False
9730,normal,2,0,0,weixin,weixin,False
9609,normal,10,0,0,weixin,weixin,False
9734,normal,8,0,0,weixin,weixin,False
9738,new,0,1,0,android,None,False
9470,normal,1,0,0,weixin,None,False
9523,new,1,0,0,weixin,None,False
9754,normal,10,1,0,weixin,weixin,True
9755,new,0,0,1,ios,None,False
9756,new,0,0,1,ios,None,False
9764,normal,0,1,0,android,None,False
9766,normal,0,2,0,android,android,False
9767,normal,1,1,0,weixin,android,True
122,normal,4,0,0,weixin,weixin,False
9774,normal,13,0,0,weixin,weixin,False
9466,new,0,0,3,ios,ios,False
9778,normal,20,0,0,weixin,weixin,False
9779,normal,7,0,0,weixin,weixin,False
9780,new,0,17,0,android,android,False
9350,new,1,0,0,weixin,None,False
9790,new,0,1,0,android,None,False
9791,normal,23,0,0,weixin,weixin,False
9796,new,0,0,5,ios,ios,False
9797,normal,1,0,0,weixin,None,False
9800,new,1,0,0,weixin,None,False
9801,normal,8,0,0,weixin,weixin,False
316,new,0,0,5,ios,ios,False
9802,new,0,2,0,android,android,False
9805,normal,38,0,0,weixin,weixin,False
9806,new,0,2,0,android,android,False
9808,normal,2,0,0,weixin,weixin,False
9820,new,0,2,0,android,android,False
9814,normal,4,0,0,weixin,weixin,False
9532,normal,3,2,0,weixin,android,True
9830,new,0,2,0,android,android,False
9831,normal,5,0,0,weixin,weixin,False
9833,new,1,0,0,weixin,None,False
9835,normal,1,0,0,weixin,None,False
9599,new,1,0,0,weixin,None,False
9839,normal,1,0,0,weixin,None,False
520,new,2,2,0,android,weixin,True
9845,normal,7,0,0,weixin,weixin,False
9846,normal,6,0,0,weixin,weixin,False
9847,new,1,0,0,weixin,None,False
9850,normal,4,0,0,weixin,weixin,False
9848,new,1,0,0,weixin,None,False
9852,normal,0,0,2,ios,ios,False
9855,normal,2,0,0,weixin,weixin,False
