userid,state,weixin,android,ios,first_platform,last_platform,change
7739,normal,2,0,0,weixin,weixin,False
7745,normal,1,0,0,weixin,None,False
7771,normal,4,0,0,weixin,weixin,False
7772,normal,0,0,3,ios,ios,False
7783,new,1,0,0,weixin,None,False
7784,normal,2,0,0,weixin,weixin,False
7786,normal,2,0,0,weixin,weixin,False
7792,normal,5,0,5,weixin,ios,True
7820,normal,6,0,0,weixin,weixin,False
7835,normal,1,0,0,weixin,None,False
7837,new,3,0,0,weixin,weixin,False
7876,normal,6,4,0,android,weixin,True
7878,normal,1,0,0,weixin,None,False
7889,normal,5,0,0,weixin,weixin,False
7906,disabled,13,0,0,weixin,weixin,False
7918,new,1,0,0,weixin,None,False
7920,normal,4,0,0,weixin,weixin,False
966,normal,1,0,0,weixin,None,False
7928,normal,1,0,0,weixin,None,False
7932,normal,1,0,0,weixin,None,False
7942,normal,6,0,0,weixin,weixin,False
7943,normal,1,0,0,weixin,None,False
7951,disabled,1,0,0,weixin,None,False
7957,normal,77,0,0,weixin,weixin,False
7959,normal,15,0,0,weixin,weixin,False
7976,normal,0,1,0,android,None,False
7977,normal,12,0,0,weixin,weixin,False
7978,normal,0,4,0,android,android,False
7979,normal,6,0,0,weixin,weixin,False
7982,normal,17,0,0,weixin,weixin,False
7983,new,10,0,0,weixin,weixin,False
7990,normal,4,0,0,weixin,weixin,False
7994,normal,11,0,0,weixin,weixin,False
7995,normal,1,0,0,weixin,None,False
8000,normal,19,0,0,weixin,weixin,False
8009,normal,19,0,0,weixin,weixin,False
8019,new,2,0,0,weixin,weixin,False
873,normal,1,0,0,weixin,None,False
8038,new,4,0,0,weixin,weixin,False
8043,new,3,0,0,weixin,weixin,False
8044,new,5,0,0,weixin,weixin,False
8055,new,2,0,0,weixin,weixin,False
8060,normal,4,0,0,weixin,weixin,False
8062,normal,1,0,0,weixin,None,False
8063,normal,4,0,0,weixin,weixin,False
8066,normal,2,0,0,weixin,weixin,False
8067,normal,5,0,0,weixin,weixin,False
8071,normal,6,0,0,weixin,weixin,False
8072,normal,1,0,0,weixin,None,False
8079,new,1,0,0,weixin,None,False
8085,new,3,0,0,weixin,weixin,False
8088,normal,4,0,0,weixin,weixin,False
8090,normal,1,0,0,weixin,None,False
8092,normal,4,0,0,weixin,weixin,False
8094,normal,24,20,0,android,weixin,True
8108,normal,2,0,3,ios,ios,True
8109,new,3,0,0,weixin,weixin,False
8110,new,2,0,0,weixin,weixin,False
8112,normal,9,0,0,weixin,weixin,False
8115,new,1,0,0,weixin,None,False
374,normal,10,0,0,weixin,weixin,False
8122,normal,3,0,0,weixin,weixin,False
8129,normal,5,0,0,weixin,weixin,False
8130,normal,35,0,0,weixin,weixin,False
8145,normal,8,0,0,weixin,weixin,False
8156,normal,3,0,0,weixin,weixin,False
8163,normal,3,0,0,weixin,weixin,False
8164,normal,5,0,0,weixin,weixin,False
8170,new,8,2,0,weixin,android,True
8172,new,2,0,0,weixin,weixin,False
8173,normal,0,4,0,android,android,False
8174,new,1,0,0,weixin,None,False
8175,normal,2,0,0,weixin,weixin,False
8180,normal,25,0,0,weixin,weixin,False
941,normal,9,0,0,weixin,weixin,False
8191,normal,1,0,0,weixin,None,False
8204,normal,1,0,0,weixin,None,False
8216,normal,2,0,0,weixin,weixin,False
8222,new,1,0,0,weixin,None,False
8232,normal,10,0,0,weixin,weixin,False
8233,new,4,0,0,weixin,weixin,False
8238,new,2,0,0,weixin,weixin,False
8245,new,1,0,0,weixin,None,False
8248,normal,3,0,0,weixin,weixin,False
8249,normal,4,0,0,weixin,weixin,False
8259,new,1,0,0,weixin,None,False
8260,normal,5,0,0,weixin,weixin,False
8263,normal,3,0,0,weixin,weixin,False
8264,normal,1,0,0,weixin,None,False
8266,normal,7,0,0,weixin,weixin,False
8268,normal,1,0,0,weixin,None,False
8274,normal,5,0,0,weixin,weixin,False
8275,normal,1,1,0,android,weixin,True
8276,normal,12,0,0,weixin,weixin,False
8278,new,3,0,0,weixin,weixin,False
8286,normal,1,0,0,weixin,None,False
8288,new,1,0,0,weixin,None,False
8299,normal,2,0,0,weixin,weixin,False
8302,new,1,0,0,weixin,None,False
8312,normal,1,0,0,weixin,None,False
8313,new,1,0,0,weixin,None,False
8315,new,1,0,0,weixin,None,False
8317,normal,4,0,0,weixin,weixin,False
8322,normal,6,0,0,weixin,weixin,False
8327,new,1,0,0,weixin,None,False
8325,new,33,0,0,weixin,weixin,False
8337,new,1,0,0,weixin,None,False
8354,normal,3,0,0,weixin,weixin,False
8356,disabled,1,0,0,weixin,None,False
8358,normal,3,0,0,weixin,weixin,False
8359,normal,2,0,0,weixin,weixin,False
8361,normal,4,0,0,weixin,weixin,False
8362,new,1,0,0,weixin,None,False
8364,new,2,0,0,weixin,weixin,False
8365,normal,1,0,0,weixin,None,False
8367,normal,15,0,0,weixin,weixin,False
8369,normal,4,0,0,weixin,weixin,False
8373,normal,1,0,0,weixin,None,False
8360,normal,3,0,0,weixin,weixin,False
8381,normal,1,0,0,weixin,None,False
8384,normal,1,0,0,weixin,None,False
8385,normal,0,2,0,android,android,False
8386,normal,1,0,0,weixin,None,False
8387,normal,3,0,0,weixin,weixin,False
8388,new,1,0,0,weixin,None,False
8399,normal,13,0,0,weixin,weixin,False
8401,normal,7,0,0,weixin,weixin,False
8408,normal,1,0,0,weixin,None,False
8411,normal,35,0,0,weixin,weixin,False
8416,normal,1,0,0,weixin,None,False
8418,new,1,2,0,weixin,android,True
8421,normal,1,0,0,weixin,None,False
8428,new,1,0,0,weixin,None,False
8434,new,1,0,0,weixin,None,False
8438,normal,3,0,0,weixin,weixin,False
8439,new,0,2,0,android,android,False
8440,new,1,0,0,weixin,None,False
8444,normal,9,0,0,weixin,weixin,False
8466,new,3,0,0,weixin,weixin,False
8468,normal,0,4,0,android,android,False
8469,normal,2,0,0,weixin,weixin,False
8472,normal,2,0,0,weixin,weixin,False
8476,normal,1,0,0,weixin,None,False
8484,new,1,0,0,weixin,None,False
8485,normal,6,0,0,weixin,weixin,False
8491,normal,7,0,0,weixin,weixin,False
8497,new,1,0,0,weixin,None,False
8506,normal,2,0,0,weixin,weixin,False
8508,normal,1,0,0,weixin,None,False
8528,normal,19,0,0,weixin,weixin,False
8534,new,8,0,0,weixin,weixin,False
8536,new,3,0,0,weixin,weixin,False
8537,normal,29,0,0,weixin,weixin,False
8539,new,1,0,0,weixin,None,False
8542,auditting,2,0,0,weixin,weixin,False
8544,normal,1,0,0,weixin,None,False
8549,normal,6,0,0,weixin,weixin,False
8552,new,1,0,0,weixin,None,False
8555,normal,3,2,0,weixin,weixin,True
8560,normal,2,0,0,weixin,weixin,False
8556,normal,25,0,0,weixin,weixin,False
8561,new,1,0,0,weixin,None,False
8565,normal,1,0,0,weixin,None,False
8566,normal,10,0,0,weixin,weixin,False
8568,normal,2,0,0,weixin,weixin,False
8575,normal,14,0,0,weixin,weixin,False
8578,normal,10,0,0,weixin,weixin,False
8589,normal,1,0,0,weixin,None,False
8593,new,1,0,0,weixin,None,False
8596,normal,1,0,0,weixin,None,False
8602,normal,1,0,0,weixin,None,False
8603,normal,3,0,0,weixin,weixin,False
8605,new,2,0,0,weixin,weixin,False
8607,normal,5,2,0,weixin,weixin,True
8610,new,1,0,0,weixin,None,False
8614,normal,3,2,0,android,weixin,True
8619,normal,4,0,0,weixin,weixin,False
8622,normal,76,0,0,weixin,weixin,False
8626,new,1,0,0,weixin,None,False
8628,normal,1,0,0,weixin,None,False
8638,new,2,0,0,weixin,weixin,False
8640,normal,1,0,0,weixin,None,False
8649,normal,1,0,0,weixin,None,False
8654,normal,3,0,0,weixin,weixin,False
8665,normal,1,0,0,weixin,None,False
8666,new,2,0,0,weixin,weixin,False
8670,normal,12,0,0,weixin,weixin,False
8677,normal,0,2,0,android,android,False
8681,normal,3,0,0,weixin,weixin,False
4920,normal,1,4,0,weixin,android,True
8699,normal,4,0,0,weixin,weixin,False
8708,new,2,0,0,weixin,weixin,False
8709,normal,2,0,0,weixin,weixin,False
8711,new,1,0,0,weixin,None,False
8712,normal,5,0,0,weixin,weixin,False
835,normal,1,0,0,weixin,None,False
8715,normal,11,0,0,weixin,weixin,False
8716,normal,6,0,0,weixin,weixin,False
8719,new,6,0,0,weixin,weixin,False
8724,normal,147,0,0,weixin,weixin,False
8729,new,3,0,0,weixin,weixin,False
8730,new,1,0,0,weixin,None,False
8733,new,1,0,0,weixin,None,False
8734,normal,4,0,0,weixin,weixin,False
8738,normal,2,0,0,weixin,weixin,False
8739,normal,1,0,0,weixin,None,False
8745,new,3,0,0,weixin,weixin,False
8746,normal,1,0,0,weixin,None,False
8749,normal,7,0,0,weixin,weixin,False
8751,normal,2,0,0,weixin,weixin,False
8758,new,4,0,0,weixin,weixin,False
8764,new,1,0,0,weixin,None,False
8773,normal,1,0,0,weixin,None,False
8775,new,1,0,0,weixin,None,False
8777,normal,3,0,0,weixin,weixin,False
8787,normal,3,0,0,weixin,weixin,False
8789,new,5,0,0,weixin,weixin,False
8795,normal,6,0,0,weixin,weixin,False
8797,new,1,0,0,weixin,None,False
8803,normal,0,0,1,ios,None,False
8804,new,28,0,0,weixin,weixin,False
8808,normal,16,0,0,weixin,weixin,False
8813,normal,1,0,0,weixin,None,False
8815,new,1,0,0,weixin,None,False
8817,new,1,0,0,weixin,None,False
949,new,1,0,0,weixin,None,False
8828,normal,1,0,0,weixin,None,False
8840,new,1,0,0,weixin,None,False
8842,new,2,0,0,weixin,weixin,False
8843,new,1,0,0,weixin,None,False
8851,normal,1,0,0,weixin,None,False
8856,new,2,0,0,weixin,weixin,False
8868,new,1,0,0,weixin,None,False
8874,normal,1,0,0,weixin,None,False
8876,normal,93,0,0,weixin,weixin,False
1132,normal,4,0,0,weixin,weixin,False
8885,new,1,0,0,weixin,None,False
8902,new,1,0,0,weixin,None,False
8907,new,2,0,0,weixin,weixin,False
8909,new,1,0,0,weixin,None,False
602,normal,6,0,0,weixin,weixin,False
8915,normal,1,0,0,weixin,None,False
8917,normal,12,0,0,weixin,weixin,False
8924,normal,2,0,0,weixin,weixin,False
8926,normal,5,0,0,weixin,weixin,False
8927,normal,11,0,0,weixin,weixin,False
8931,normal,1,0,0,weixin,None,False
8932,normal,3,0,0,weixin,weixin,False
8933,normal,7,0,0,weixin,weixin,False
8936,normal,6,0,0,weixin,weixin,False
8944,normal,1,2,0,android,weixin,True
8952,normal,5,0,0,weixin,weixin,False
8954,normal,1,0,3,weixin,ios,True
8968,new,2,0,0,weixin,weixin,False
8971,new,3,0,0,weixin,weixin,False
8977,normal,2,0,0,weixin,weixin,False
8374,normal,1,0,0,weixin,None,False
8980,normal,8,0,0,weixin,weixin,False
8981,new,5,0,0,weixin,weixin,False
8982,normal,1,0,0,weixin,None,False
8986,normal,26,0,0,weixin,weixin,False
8988,normal,5,0,0,weixin,weixin,False
8995,normal,0,2,0,android,android,False
8996,new,1,0,0,weixin,None,False
8839,normal,0,2,0,android,android,False
9003,normal,1,0,0,weixin,None,False
9017,normal,4,0,0,weixin,weixin,False
9019,new,1,0,0,weixin,None,False
9021,normal,2,0,0,weixin,weixin,False
9023,new,20,0,0,weixin,weixin,False
9038,normal,1,0,0,weixin,None,False
9039,normal,4,0,0,weixin,weixin,False
9042,normal,3,0,0,weixin,weixin,False
9043,normal,1,0,0,weixin,None,False
9046,normal,4,0,0,weixin,weixin,False
9049,normal,1,0,0,weixin,None,False
9056,new,1,0,0,weixin,None,False
9057,new,1,0,0,weixin,None,False
9061,normal,4,0,0,weixin,weixin,False
9064,normal,1,0,0,weixin,None,False
9068,normal,5,0,0,weixin,weixin,False
9074,normal,7,0,0,weixin,weixin,False
9075,normal,1,0,0,weixin,None,False
9077,normal,1,0,0,weixin,None,False
9085,normal,20,0,0,weixin,weixin,False
9088,normal,23,0,0,weixin,weixin,False
9093,new,4,0,0,weixin,weixin,False
9095,normal,4,0,0,weixin,weixin,False
9101,normal,2,0,0,weixin,weixin,False
9102,new,1,0,0,weixin,None,False
8424,normal,1,0,0,weixin,None,False
9115,normal,1,0,0,weixin,None,False
9119,normal,20,0,0,weixin,weixin,False
9124,new,2,0,0,weixin,weixin,False
9125,normal,9,7,0,weixin,android,True
9126,normal,1,0,2,ios,weixin,True
9127,new,4,0,0,weixin,weixin,False
9131,normal,2,0,0,weixin,weixin,False
9134,normal,3,0,0,weixin,weixin,False
9139,normal,1,0,0,weixin,None,False
9146,normal,11,0,0,weixin,weixin,False
9152,normal,1,0,0,weixin,None,False
9156,normal,12,0,0,weixin,weixin,False
9158,new,1,0,0,weixin,None,False
9163,new,4,0,0,weixin,weixin,False
9164,new,1,0,0,weixin,None,False
9166,new,6,0,0,weixin,weixin,False
9169,normal,2,0,0,weixin,weixin,False
9173,new,1,0,0,weixin,None,False
9176,normal,3,0,0,weixin,weixin,False
9177,new,1,0,0,weixin,None,False
9178,normal,5,0,0,weixin,weixin,False
9179,normal,2,0,0,weixin,weixin,False
9180,normal,1,0,0,weixin,None,False
9184,normal,7,0,0,weixin,weixin,False
9204,normal,4,0,0,weixin,weixin,False
9205,normal,1,0,0,weixin,None,False
9208,normal,6,0,0,weixin,weixin,False
9210,disabled,3,0,0,weixin,weixin,False
9214,normal,2,0,0,weixin,weixin,False
9221,auditting,1,0,0,weixin,None,False
9226,normal,12,0,0,weixin,weixin,False
9228,normal,1,0,0,weixin,None,False
9234,new,1,0,0,weixin,None,False
9235,normal,1,0,0,weixin,None,False
9236,normal,2,0,0,weixin,weixin,False
9237,new,1,0,0,weixin,None,False
9239,normal,2,0,0,weixin,weixin,False
9244,normal,1,0,0,weixin,None,False
9248,normal,17,2,0,weixin,weixin,True
9252,normal,2,0,0,weixin,weixin,False
9260,normal,1,0,0,weixin,None,False
9262,new,1,0,0,weixin,None,False
9267,normal,7,0,0,weixin,weixin,False
9270,normal,2,0,0,weixin,weixin,False
9271,normal,2,0,0,weixin,weixin,False
9272,normal,1,0,0,weixin,None,False
9276,normal,0,4,0,android,android,False
9280,normal,1,0,0,weixin,None,False
9282,new,8,0,0,weixin,weixin,False
9283,new,2,0,0,weixin,weixin,False
9289,normal,3,0,0,weixin,weixin,False
9293,new,3,0,0,weixin,weixin,False
8455,normal,3,0,0,weixin,weixin,False
9278,new,1,0,0,weixin,None,False
9295,normal,19,0,0,weixin,weixin,False
9298,new,2,0,0,weixin,weixin,False
9301,new,2,0,0,weixin,weixin,False
9306,normal,3,0,0,weixin,weixin,False
9308,normal,1,0,0,weixin,None,False
9305,normal,2,0,0,weixin,weixin,False
9310,normal,1,0,0,weixin,None,False
9311,normal,6,0,0,weixin,weixin,False
9312,normal,1,0,0,weixin,None,False
9313,new,6,0,0,weixin,weixin,False
9314,new,1,0,0,weixin,None,False
9316,normal,1,0,0,weixin,None,False
9330,new,1,0,0,weixin,None,False
9324,new,1,0,0,weixin,None,False
9332,new,1,0,0,weixin,None,False
9336,normal,3,0,0,weixin,weixin,False
9338,new,2,0,0,weixin,weixin,False
9346,new,1,0,0,weixin,None,False
9347,normal,7,0,0,weixin,weixin,False
9348,normal,6,0,0,weixin,weixin,False
9352,normal,1,0,0,weixin,None,False
9354,normal,2,0,0,weixin,weixin,False
9359,new,3,0,0,weixin,weixin,False
9364,new,1,0,0,weixin,None,False
9372,normal,3,0,0,weixin,weixin,False
9374,normal,4,0,0,weixin,weixin,False
9376,normal,2,0,0,weixin,weixin,False
9380,normal,52,0,0,weixin,weixin,False
9382,new,1,0,0,weixin,None,False
9384,normal,4,2,0,android,weixin,True
9389,normal,11,0,0,weixin,weixin,False
9393,normal,9,3,0,weixin,weixin,True
9401,new,3,0,0,weixin,weixin,False
9404,new,1,0,0,weixin,None,False
9415,normal,3,0,0,weixin,weixin,False
9416,new,2,0,0,weixin,weixin,False
9418,normal,1,0,0,weixin,None,False
9421,normal,5,0,0,weixin,weixin,False
9422,new,1,0,0,weixin,None,False
9424,normal,5,0,0,weixin,weixin,False
9426,new,2,0,0,weixin,weixin,False
9427,normal,4,0,0,weixin,weixin,False
9428,normal,4,0,0,weixin,weixin,False
9432,normal,5,0,0,weixin,weixin,False
9441,normal,0,0,2,ios,ios,False
9455,normal,0,1,0,android,None,False
9456,normal,0,3,0,android,android,False
9461,new,1,0,0,weixin,None,False
9527,normal,1,0,0,weixin,None,False
9647,normal,13,0,0,weixin,weixin,False
9551,normal,2,0,0,weixin,weixin,False
9622,normal,1,0,0,weixin,None,False
9664,normal,12,4,0,android,weixin,True
9667,new,1,0,0,weixin,None,False
9670,new,1,0,0,weixin,None,False
9535,normal,1,0,0,weixin,None,False
9519,normal,3,0,0,weixin,weixin,False
9680,normal,0,2,2,android,android,True
7996,new,0,3,0,android,android,False
9529,normal,6,0,0,weixin,weixin,False
9473,normal,9,0,0,weixin,weixin,False
9690,new,0,2,0,android,android,False
965,normal,2,0,0,weixin,weixin,False
9630,new,1,0,0,weixin,None,False
8280,new,3,0,0,weixin,weixin,False
9706,disabled,1,0,0,weixin,None,False
9707,normal,1,0,0,weixin,None,False
9710,new,3,0,0,weixin,weixin,False
9711,normal,25,0,0,weixin,weixin,False
8737,normal,1,3,0,weixin,android,True
342,normal,2,0,0,weixin,weixin,False
9718,normal,2,0,0,weixin,weixin,False
9725,new,1,0,0,weixin,None,False
9730,normal,4,0,0,weixin,weixin,False
9731,normal,19,0,0,weixin,weixin,False
9734,normal,4,0,0,weixin,weixin,False
9739,normal,1,0,0,weixin,None,False
9742,new,0,1,0,android,None,False
9631,new,0,3,0,android,android,False
9748,normal,0,2,0,android,android,False
9754,normal,5,0,0,weixin,weixin,False
9759,new,1,1,0,weixin,android,True
9767,normal,3,1,0,weixin,weixin,True
9774,normal,3,0,0,weixin,weixin,False
9778,normal,2,0,0,weixin,weixin,False
9779,normal,1,0,0,weixin,None,False
9350,new,2,0,0,weixin,weixin,False
9791,normal,4,0,0,weixin,weixin,False
9793,new,0,0,1,ios,None,False
9797,normal,2,0,0,weixin,weixin,False
9803,new,0,0,1,ios,None,False
9805,normal,7,0,0,weixin,weixin,False
9808,normal,1,0,0,weixin,None,False
9811,normal,2,0,0,weixin,weixin,False
9839,normal,1,0,0,weixin,None,False
520,new,1,0,0,weixin,None,False
9845,normal,3,0,0,weixin,weixin,False
9846,normal,1,0,0,weixin,None,False
9850,normal,4,0,0,weixin,weixin,False
9855,normal,2,0,0,weixin,weixin,False
9865,normal,1,0,0,weixin,None,False
9869,normal,6,0,0,weixin,weixin,False
9876,normal,4,0,0,weixin,weixin,False
504,new,0,3,0,android,android,False
9887,new,0,1,0,android,None,False
9889,normal,1,0,0,weixin,None,False
9897,normal,45,0,0,weixin,weixin,False
9898,normal,10,0,0,weixin,weixin,False
9900,normal,1,8,0,android,android,True
9528,normal,3,0,0,weixin,weixin,False
9511,normal,66,0,0,weixin,weixin,False
9910,new,0,4,0,android,android,False
9918,normal,6,0,0,weixin,weixin,False
9932,new,0,2,0,android,android,False
9933,normal,0,2,0,android,android,False
9938,normal,5,0,0,weixin,weixin,False
9939,normal,3,0,0,weixin,weixin,False
9946,normal,3,0,0,weixin,weixin,False
9949,new,1,0,0,weixin,None,False
9524,normal,1,0,0,weixin,None,False
9956,new,3,0,0,weixin,weixin,False
9518,normal,10,0,0,weixin,weixin,False
9959,normal,3,0,0,weixin,weixin,False
9970,normal,1,0,0,weixin,None,False
9969,new,0,1,0,android,None,False
9994,normal,22,0,0,weixin,weixin,False
10005,normal,4,0,0,weixin,weixin,False
10006,normal,16,2,0,weixin,weixin,True
10016,new,0,4,0,android,android,False
10020,auditting,2,0,0,weixin,weixin,False
10022,new,0,3,0,android,android,False
9557,normal,1,0,1,ios,weixin,True
10031,normal,24,0,0,weixin,weixin,False
10011,normal,16,0,0,weixin,weixin,False
10045,normal,2,0,0,weixin,weixin,False
10049,normal,15,0,0,weixin,weixin,False
10056,normal,20,0,0,weixin,weixin,False
10059,new,1,0,0,weixin,None,False
9472,normal,2,0,0,weixin,weixin,False
9520,normal,49,0,0,weixin,weixin,False
9521,normal,10,0,0,weixin,weixin,False
9537,normal,1,0,0,weixin,None,False
9567,new,3,0,0,weixin,weixin,False
9606,new,0,8,0,android,android,False
9610,new,6,0,0,weixin,weixin,False
9628,normal,2,0,0,weixin,weixin,False
10071,normal,0,2,0,android,android,False
10074,normal,0,2,0,android,android,False
10079,new,1,0,0,weixin,None,False
10080,new,3,0,0,weixin,weixin,False
10092,new,1,0,0,weixin,None,False
10108,normal,6,0,0,weixin,weixin,False
10109,normal,4,0,0,weixin,weixin,False
10118,normal,7,0,0,weixin,weixin,False
10121,normal,2,0,0,weixin,weixin,False
10123,normal,15,0,0,weixin,weixin,False
10128,normal,5,0,0,weixin,weixin,False
10130,normal,2,0,0,weixin,weixin,False
10138,normal,1,0,0,weixin,None,False
9181,normal,1,0,0,weixin,None,False
10150,normal,2,0,0,weixin,weixin,False
10165,normal,0,3,0,android,android,False
10107,normal,15,0,0,weixin,weixin,False
10183,normal,1,0,0,weixin,None,False
10185,new,1,0,0,weixin,None,False
10186,new,1,0,0,weixin,None,False
10193,normal,8,0,0,weixin,weixin,False
10194,normal,1,0,0,weixin,None,False
10196,normal,11,0,0,weixin,weixin,False
10203,normal,3,0,0,weixin,weixin,False
10205,new,1,0,0,weixin,None,False
10213,new,1,0,0,weixin,None,False
10246,normal,5,1,0,weixin,weixin,True
10248,new,1,0,0,weixin,None,False
10251,new,2,0,0,weixin,weixin,False
10253,normal,2,0,0,weixin,weixin,False
10255,normal,3,0,0,weixin,weixin,False
10257,normal,0,2,0,android,android,False
10258,new,2,0,0,weixin,weixin,False
10260,normal,2,0,0,weixin,weixin,False
10259,new,2,0,0,weixin,weixin,False
10278,new,2,0,0,weixin,weixin,False
10279,normal,3,0,0,weixin,weixin,False
10282,normal,2,0,0,weixin,weixin,False
10303,normal,11,0,0,weixin,weixin,False
10305,normal,1,0,0,weixin,None,False
10308,new,3,0,0,weixin,weixin,False
10313,new,1,0,0,weixin,None,False
10316,normal,5,0,0,weixin,weixin,False
10319,normal,2,0,0,weixin,weixin,False
10325,normal,1,0,0,weixin,None,False
10327,new,2,0,0,weixin,weixin,False
10334,new,2,0,0,weixin,weixin,False
10337,new,2,0,0,weixin,weixin,False
10339,new,1,0,0,weixin,None,False
10340,normal,0,0,2,ios,ios,False
10342,new,1,0,0,weixin,None,False
10344,normal,0,0,2,ios,ios,False
10355,normal,1,0,0,weixin,None,False
10360,normal,1,0,0,weixin,None,False
10363,normal,31,0,0,weixin,weixin,False
10364,new,2,0,0,weixin,weixin,False
10367,new,5,0,0,weixin,weixin,False
10378,new,1,0,0,weixin,None,False
10375,new,2,0,0,weixin,weixin,False
10381,normal,3,0,0,weixin,weixin,False
10384,new,8,0,0,weixin,weixin,False
10387,new,1,0,0,weixin,None,False
10376,normal,21,4,0,android,weixin,True
10400,normal,3,17,13,weixin,android,True
10402,normal,1,0,0,weixin,None,False
10406,normal,5,2,0,weixin,android,True
10407,normal,3,0,0,weixin,weixin,False
10408,normal,1,0,0,weixin,None,False
10419,new,6,0,0,weixin,weixin,False
10420,new,1,0,0,weixin,None,False
10454,normal,1,0,0,weixin,None,False
10453,normal,5,0,0,weixin,weixin,False
10466,normal,1,0,0,weixin,None,False
10471,new,2,0,0,weixin,weixin,False
10486,normal,1,0,0,weixin,None,False
10488,new,1,0,0,weixin,None,False
10493,normal,9,0,0,weixin,weixin,False
10449,normal,0,2,0,android,android,False
10501,normal,6,0,0,weixin,weixin,False
10370,new,4,0,0,weixin,weixin,False
10503,normal,2,0,0,weixin,weixin,False
10505,new,1,0,0,weixin,None,False
10508,normal,3,0,0,weixin,weixin,False
10510,normal,1,0,0,weixin,None,False
10515,normal,14,0,0,weixin,weixin,False
10517,normal,2,0,0,weixin,weixin,False
10522,normal,3,0,0,weixin,weixin,False
10524,normal,1,0,0,weixin,None,False
10528,new,4,0,0,weixin,weixin,False
10545,normal,3,0,0,weixin,weixin,False
10372,new,0,0,1,ios,None,False
10546,normal,2,0,12,ios,ios,True
10551,normal,14,0,0,weixin,weixin,False
10554,normal,8,0,0,weixin,weixin,False
10557,new,0,0,1,ios,None,False
10559,normal,2,0,10,ios,ios,True
10568,normal,9,0,0,weixin,weixin,False
10062,normal,8,0,0,weixin,weixin,False
10572,normal,2,0,0,weixin,weixin,False
10574,normal,1,0,0,weixin,None,False
10575,normal,23,0,0,weixin,weixin,False
10578,normal,26,4,0,weixin,weixin,True
10583,new,1,0,0,weixin,None,False
10585,normal,28,0,0,weixin,weixin,False
10591,new,3,0,0,weixin,weixin,False
10595,normal,23,0,0,weixin,weixin,False
10597,new,1,0,0,weixin,None,False
10601,normal,17,0,0,weixin,weixin,False
10603,normal,5,0,1,weixin,weixin,True
10612,normal,2,0,0,weixin,weixin,False
10616,normal,3,0,0,weixin,weixin,False
10617,normal,11,0,0,weixin,weixin,False
10619,normal,2,5,0,weixin,android,True
10622,normal,0,0,5,ios,ios,False
10623,normal,3,0,0,weixin,weixin,False
10628,normal,2,0,0,weixin,weixin,False
10635,new,0,5,0,android,android,False
10636,normal,70,0,0,weixin,weixin,False
10640,normal,1,0,0,weixin,None,False
10644,normal,5,0,0,weixin,weixin,False
10652,normal,0,1,0,android,None,False
10663,normal,0,6,0,android,android,False
10666,normal,5,0,0,weixin,weixin,False
10678,new,4,0,0,weixin,weixin,False
10684,new,3,0,0,weixin,weixin,False
10694,new,1,0,0,weixin,None,False
10702,normal,9,3,0,weixin,weixin,True
10708,normal,1,0,0,weixin,None,False
10709,new,1,0,0,weixin,None,False
10714,new,1,0,0,weixin,None,False
10719,normal,0,2,0,android,android,False
10722,new,0,2,0,android,android,False
10734,new,5,0,0,weixin,weixin,False
10735,normal,14,0,0,weixin,weixin,False
10738,new,7,0,0,weixin,weixin,False
10741,normal,1,0,8,ios,ios,True
10742,new,1,0,0,weixin,None,False
10747,new,4,0,0,weixin,weixin,False
10749,new,10,0,0,weixin,weixin,False
10750,new,0,0,3,ios,ios,False
10758,normal,5,0,0,weixin,weixin,False
10764,normal,3,8,0,weixin,android,True
10462,new,0,2,0,android,android,False
10757,new,15,0,0,weixin,weixin,False
10765,normal,24,0,0,weixin,weixin,False
10768,normal,14,0,0,weixin,weixin,False
10772,normal,7,0,0,weixin,weixin,False
10779,new,1,0,0,weixin,None,False
9919,new,1,0,0,weixin,None,False
10788,new,3,0,0,weixin,weixin,False
10789,normal,2,0,0,weixin,weixin,False
10786,normal,3,0,0,weixin,weixin,False
10751,new,0,6,0,android,android,False
10802,normal,2,0,0,weixin,weixin,False
10804,normal,12,0,0,weixin,weixin,False
10809,new,0,1,0,android,None,False
10810,new,0,0,2,ios,ios,False
10816,normal,3,8,0,weixin,android,True
10793,new,1,2,0,android,weixin,True
10826,new,0,1,0,android,None,False
10828,new,3,0,0,weixin,weixin,False
10829,normal,6,0,0,weixin,weixin,False
10831,new,0,0,5,ios,ios,False
10838,normal,29,0,0,weixin,weixin,False
10841,normal,0,0,2,ios,ios,False
10844,new,3,0,0,weixin,weixin,False
9976,new,0,2,0,android,android,False
10853,new,2,0,0,weixin,weixin,False
10856,normal,4,0,0,weixin,weixin,False
10858,normal,10,0,0,weixin,weixin,False
10859,normal,0,4,0,android,android,False
10860,new,7,0,0,weixin,weixin,False
10865,normal,6,0,0,weixin,weixin,False
10871,new,4,0,0,weixin,weixin,False
10872,normal,7,4,0,weixin,weixin,True
10875,normal,13,0,0,weixin,weixin,False
10877,new,0,0,4,ios,ios,False
10878,new,3,0,0,weixin,weixin,False
10883,normal,1,0,0,weixin,None,False
10887,normal,20,0,0,weixin,weixin,False
10888,normal,0,2,0,android,android,False
10889,normal,2,2,0,weixin,weixin,True
10890,normal,4,0,0,weixin,weixin,False
9624,normal,2,0,0,weixin,weixin,False
10894,normal,29,0,0,weixin,weixin,False
