change,first_platform,last_platform,userid
False,weixin,Non,9043
False,weixin,Non,9044
False,weixin,Non,9046
False,weixin,Non,9049
False,weixin,Non,9050
False,weixin,Non,9051
False,weixin,Non,9054
False,weixin,Non,9056
False,weixin,Non,9057
False,weixin,Non,9060
False,weixin,Non,9061
False,weixin,Non,9062
False,weixin,Non,9064
False,weixin,Non,9066
False,weixin,Non,9068
False,weixin,Non,9069
False,weixin,Non,9070
False,weixin,Non,9074
False,weixin,Non,9075
False,weixin,Non,9077
False,weixin,Non,9079
False,weixin,Non,9081
False,weixin,Non,9084
False,weixin,Non,9085
False,weixin,Non,9088
False,weixin,Non,9089
False,weixin,Non,9093
False,weixin,Non,9094
False,weixin,Non,9095
False,weixin,Non,9097
False,weixin,Non,9098
False,weixin,Non,9099
False,weixin,Non,9100
True,ios,weixin,9101
False,weixin,Non,9102
True,ios,weixin,9104
False,weixin,Non,9106
False,weixin,Non,9111
False,weixin,Non,9113
False,weixin,Non,9115
False,weixin,Non,9116
False,weixin,Non,9119
False,weixin,Non,9124
True,android,weixin,9125
True,ios,weixin,9126
False,weixin,Non,9127
False,weixin,Non,9128
False,weixin,Non,9131
False,weixin,Non,9132
False,weixin,Non,9133
False,weixin,Non,9134
False,weixin,Non,9137
False,weixin,Non,9139
False,weixin,Non,9140
False,weixin,Non,9141
True,ios,weixin,9142
False,weixin,Non,9143
False,weixin,Non,9145
False,weixin,Non,9146
False,weixin,Non,9149
False,weixin,Non,9150
False,weixin,Non,9151
False,weixin,Non,9152
False,weixin,Non,9153
False,weixin,Non,9154
False,weixin,Non,9155
False,weixin,Non,9156
False,weixin,Non,9157
False,weixin,Non,9158
False,weixin,Non,9163
False,weixin,Non,9164
False,weixin,Non,9166
False,weixin,Non,9169
False,weixin,Non,9173
False,weixin,Non,9175
False,weixin,Non,9176
False,weixin,Non,9177
False,weixin,Non,9178
False,weixin,Non,9179
False,weixin,Non,9180
True,android,weixin,9181
False,weixin,Non,9182
False,weixin,Non,9184
False,weixin,Non,9185
False,weixin,Non,9186
False,weixin,Non,9187
False,weixin,Non,9188
False,weixin,Non,9190
False,weixin,Non,9193
False,weixin,Non,9197
False,weixin,Non,9198
False,weixin,Non,9199
False,weixin,Non,9201
False,weixin,Non,9202
False,weixin,Non,9203
False,weixin,Non,9204
False,weixin,Non,9205
False,weixin,Non,9206
False,weixin,Non,9207
False,weixin,Non,9208
False,weixin,Non,9209
False,weixin,Non,9210
False,weixin,Non,9211
False,weixin,Non,9212
False,weixin,Non,9213
False,weixin,Non,9214
False,weixin,Non,9216
False,weixin,Non,9217
False,weixin,Non,9219
False,weixin,Non,9221
False,weixin,Non,9223
False,weixin,Non,9225
False,weixin,Non,9226
False,weixin,Non,9227
False,weixin,Non,9228
False,weixin,Non,9230
False,weixin,Non,9233
False,weixin,Non,9234
False,weixin,Non,9235
False,weixin,Non,9236
False,weixin,Non,9237
False,weixin,Non,9238
False,weixin,Non,9239
False,weixin,Non,9240
False,weixin,Non,9241
False,weixin,Non,9244
False,weixin,Non,9245
True,android,weixin,9248
False,weixin,Non,9250
False,weixin,Non,9252
False,weixin,Non,9253
False,weixin,Non,9256
False,weixin,Non,9258
False,weixin,Non,9259
False,weixin,Non,9260
False,weixin,Non,9261
False,weixin,Non,9262
False,weixin,Non,9263
False,weixin,Non,9265
False,weixin,Non,9267
False,weixin,Non,9268
False,weixin,Non,9269
False,weixin,Non,9270
False,weixin,Non,9271
False,weixin,Non,9272
False,weixin,Non,9273
False,weixin,Non,9275
True,android,weixin,9276
False,weixin,Non,9278
False,weixin,Non,9280
True,android,weixin,9281
False,weixin,Non,9282
False,weixin,Non,9283
False,weixin,Non,9285
False,weixin,Non,9286
False,weixin,Non,9289
False,weixin,Non,9291
False,weixin,Non,9293
False,weixin,Non,9295
False,weixin,Non,9298
False,weixin,Non,9299
False,weixin,Non,9301
False,weixin,Non,9305
False,weixin,Non,9306
False,weixin,Non,9307
False,weixin,Non,9308
False,weixin,Non,9310
False,weixin,Non,9311
False,weixin,Non,9312
False,weixin,Non,9313
False,weixin,Non,9314
False,weixin,Non,9315
False,weixin,Non,9316
False,weixin,Non,9317
False,weixin,Non,9321
False,weixin,Non,9322
False,weixin,Non,9323
False,weixin,Non,9324
False,weixin,Non,9325
False,weixin,Non,9328
False,weixin,Non,9330
False,weixin,Non,9331
False,weixin,Non,9332
False,weixin,Non,9333
False,weixin,Non,9334
False,weixin,Non,9335
False,weixin,Non,9336
False,weixin,Non,9337
False,weixin,Non,9338
False,weixin,Non,9339
False,weixin,Non,9340
False,weixin,Non,9342
False,weixin,Non,9343
False,weixin,Non,9344
False,weixin,Non,9345
False,weixin,Non,9346
False,weixin,Non,9347
False,weixin,Non,9348
False,weixin,Non,9350
False,weixin,Non,9352
True,android,weixin,9354
False,weixin,Non,9355
False,weixin,Non,9356
False,weixin,Non,9357
False,weixin,Non,9359
False,weixin,Non,9360
False,weixin,Non,9361
False,weixin,Non,9363
False,weixin,Non,9364
False,weixin,Non,9365
False,android,Non,9366
False,weixin,Non,9368
False,weixin,Non,9369
False,weixin,Non,9370
False,weixin,Non,9371
False,weixin,Non,9372
False,weixin,Non,9374
False,weixin,Non,9376
True,android,weixin,9377
False,weixin,Non,9378
False,weixin,Non,9380
False,weixin,Non,9381
False,weixin,Non,9382
False,weixin,Non,9383
True,android,weixin,9384
False,weixin,Non,9385
False,weixin,Non,9386
False,weixin,Non,9388
False,weixin,Non,9389
True,android,weixin,9393
False,weixin,Non,9398
False,weixin,Non,9400
False,weixin,Non,9401
False,weixin,Non,9402
False,weixin,Non,9404
False,weixin,Non,9405
False,weixin,Non,9407
False,weixin,Non,9410
False,weixin,Non,9414
False,weixin,Non,9415
False,weixin,Non,9416
False,weixin,Non,9418
False,weixin,Non,9419
False,weixin,Non,9421
False,weixin,Non,9422
False,weixin,Non,9423
False,weixin,Non,9424
False,weixin,Non,9425
False,weixin,Non,9426
False,weixin,Non,9427
False,weixin,Non,9428
False,weixin,Non,9430
False,weixin,Non,9431
False,weixin,Non,9432
False,weixin,Non,9433
False,weixin,Non,9435
False,weixin,Non,9437
False,weixin,Non,9438
False,weixin,Non,9439
False,weixin,Non,9440
False,ios,Non,9441
False,weixin,Non,9442
False,weixin,Non,9443
False,ios,Non,9444
False,weixin,Non,9446
False,ios,Non,9448
False,weixin,Non,9449
False,weixin,Non,9452
False,weixin,Non,9453
False,weixin,Non,9454
True,android,weixin,9455
True,android,weixin,9456
False,weixin,Non,9458
False,weixin,Non,9459
False,weixin,Non,9461
False,weixin,Non,9463
True,ios,weixin,9466
False,weixin,Non,9468
False,weixin,Non,9469
False,weixin,Non,9470
False,weixin,Non,9472
False,weixin,Non,9473
False,weixin,Non,9481
False,ios,Non,9490
False,weixin,Non,9493
False,weixin,Non,9498
False,weixin,Non,9499
False,weixin,Non,9504
False,weixin,Non,9511
False,weixin,Non,9512
False,weixin,Non,9514
False,weixin,Non,9515
False,weixin,Non,9516
False,ios,Non,9517
False,weixin,Non,9518
True,android,weixin,9519
False,weixin,Non,9520
False,weixin,Non,9521
False,weixin,Non,9523
True,android,weixin,9524
True,ios,weixin,9526
False,weixin,Non,9527
False,weixin,Non,9528
False,weixin,Non,9529
False,weixin,Non,9530
True,android,weixin,9532
False,ios,Non,9534
False,weixin,Non,9535
False,weixin,Non,9537
True,ios,weixin,9538
False,weixin,Non,9545
False,weixin,Non,9551
False,weixin,Non,9556
True,ios,weixin,9557
False,weixin,Non,9559
False,weixin,Non,9567
False,weixin,Non,9576
False,weixin,Non,9577
False,weixin,Non,9578
False,weixin,Non,9588
False,weixin,Non,9592
False,ios,Non,9593
False,weixin,Non,9598
False,weixin,Non,9599
False,weixin,Non,9600
False,weixin,Non,9605
True,android,weixin,9606
False,ios,Non,9607
False,ios,Non,9608
False,weixin,Non,9609
False,weixin,Non,9610
False,weixin,Non,9612
False,weixin,Non,9614
False,weixin,Non,9616
False,weixin,Non,9619
False,weixin,Non,9620
True,android,weixin,9622
False,weixin,Non,9623
False,weixin,Non,9624
False,weixin,Non,9628
False,weixin,Non,9630
True,android,weixin,9631
False,weixin,Non,9639
True,android,weixin,9647
False,android,Non,9650
False,ios,Non,9651
False,ios,Non,9652
False,weixin,Non,9653
False,weixin,Non,9657
False,ios,Non,9661
False,weixin,Non,9662
True,android,weixin,9664
False,weixin,Non,9666
False,weixin,Non,9667
False,weixin,Non,9670
False,weixin,Non,9671
False,weixin,Non,9672
True,android,weixin,9673
True,ios,weixin,9678
True,android,ios,9680
False,ios,Non,9682
False,weixin,Non,9683
False,ios,Non,9687
False,android,Non,9690
False,weixin,Non,9692
False,weixin,Non,9694
False,ios,Non,9696
False,android,Non,9697
False,weixin,Non,9700
True,android,weixin,9701
False,weixin,Non,9702
False,weixin,Non,9706
False,weixin,Non,9707
False,ios,Non,9709
False,weixin,Non,9710
True,ios,weixin,9711
True,ios,weixin,9716
False,weixin,Non,9717
True,android,weixin,9718
False,weixin,Non,9722
False,weixin,Non,9723
False,ios,Non,9724
False,weixin,Non,9725
False,weixin,Non,9728
False,weixin,Non,9730
False,weixin,Non,9731
False,weixin,Non,9734
False,weixin,Non,9735
False,android,Non,9738
False,weixin,Non,9739
False,android,Non,9742
False,android,Non,9748
False,weixin,Non,9752
True,android,weixin,9754
True,ios,weixin,9755
False,ios,Non,9756
True,android,weixin,9759
False,ios,Non,9761
False,android,Non,9764
False,android,Non,9766
True,android,weixin,9767
False,weixin,Non,9774
False,weixin,Non,9778
False,weixin,Non,9779
False,android,Non,9780
False,weixin,Non,9782
False,weixin,Non,9783
False,weixin,Non,9784
False,weixin,Non,9787
False,weixin,Non,9788
False,android,Non,9790
False,weixin,Non,9791
False,ios,Non,9793
False,ios,Non,9796
False,weixin,Non,9797
False,weixin,Non,9800
False,weixin,Non,9801
False,android,Non,9802
False,ios,Non,9803
False,weixin,Non,9805
False,android,Non,9806
False,weixin,Non,9808
False,weixin,Non,9811
False,weixin,Non,9814
False,weixin,Non,9818
False,android,Non,9820
False,weixin,Non,9824
True,android,weixin,9830
False,weixin,Non,9831
False,weixin,Non,9833
False,weixin,Non,9834
False,weixin,Non,9835
False,weixin,Non,9836
False,weixin,Non,9839
False,weixin,Non,9845
False,weixin,Non,9846
False,weixin,Non,9847
False,weixin,Non,9848
False,weixin,Non,9850
False,weixin,Non,9851
True,ios,weixin,9852
False,weixin,Non,9855
False,ios,Non,9857
False,weixin,Non,9858
False,android,Non,9859
False,weixin,Non,9860
False,weixin,Non,9862
False,weixin,Non,9865
False,weixin,Non,9866
False,weixin,Non,9869
True,android,weixin,9870
False,weixin,Non,9873
False,ios,Non,9874
True,ios,weixin,9876
False,weixin,Non,9878
False,weixin,Non,9882
False,weixin,Non,9883
True,ios,weixin,9884
False,weixin,Non,9885
False,android,Non,9887
False,weixin,Non,9889
False,android,Non,9890
True,android,weixin,9891
False,weixin,Non,9895
False,weixin,Non,9897
False,weixin,Non,9898
False,weixin,Non,9899
True,android,weixin,9900
False,weixin,Non,9901
False,weixin,Non,9902
False,android,Non,9903
False,weixin,Non,9904
False,weixin,Non,9905
False,weixin,Non,9906
False,weixin,Non,9907
False,android,Non,9910
False,weixin,Non,9913
True,ios,weixin,9914
False,weixin,Non,9916
False,weixin,Non,9917
False,weixin,Non,9918
False,weixin,Non,9919
False,weixin,Non,9920
True,android,weixin,9921
False,weixin,Non,9922
False,weixin,Non,9927
True,ios,weixin,9928
True,android,weixin,9929
True,android,weixin,9932
True,android,weixin,9933
False,weixin,Non,9935
False,weixin,Non,9937
False,weixin,Non,9938
False,weixin,Non,9939
False,weixin,Non,9941
False,weixin,Non,9943
False,weixin,Non,9945
False,weixin,Non,9946
False,weixin,Non,9947
False,weixin,Non,9949
False,weixin,Non,9951
False,weixin,Non,9955
False,weixin,Non,9956
False,weixin,Non,9957
False,weixin,Non,9958
False,weixin,Non,9959
False,weixin,Non,9962
True,android,ios,9963
False,weixin,Non,9966
True,android,weixin,9969
False,weixin,Non,9970
False,weixin,Non,9971
False,weixin,Non,9973
False,weixin,Non,9974
True,android,weixin,9975
True,android,weixin,9976
True,ios,weixin,9977
False,weixin,Non,9978
False,weixin,Non,9979
False,weixin,Non,9983
False,weixin,Non,9984
False,weixin,Non,9987
False,weixin,Non,9988
False,weixin,Non,9989
False,weixin,Non,9990
False,weixin,Non,9992
False,weixin,Non,9993
False,weixin,Non,9994
False,weixin,Non,9995
False,weixin,Non,10003
False,weixin,Non,10004
True,android,weixin,10005
True,android,weixin,10006
False,weixin,Non,10007
False,weixin,Non,10010
False,weixin,Non,10011
False,weixin,Non,10013
False,android,Non,10016
False,weixin,Non,10019
False,weixin,Non,10020
False,weixin,Non,10021
False,android,Non,10022
False,weixin,Non,10027
False,weixin,Non,10029
False,weixin,Non,10030
False,weixin,Non,10031
False,weixin,Non,10032
False,weixin,Non,10034
False,weixin,Non,10036
False,weixin,Non,10037
False,weixin,Non,10038
False,weixin,Non,10039
False,weixin,Non,10041
False,weixin,Non,10042
False,weixin,Non,10044
True,android,weixin,10045
False,weixin,Non,10046
False,weixin,Non,10048
False,weixin,Non,10049
False,weixin,Non,10050
False,weixin,Non,10051
False,weixin,Non,10052
False,weixin,Non,10054
False,weixin,Non,10055
False,weixin,Non,10056
False,weixin,Non,10057
False,weixin,Non,10059
False,weixin,Non,10060
False,weixin,Non,10061
False,weixin,Non,10062
False,weixin,Non,10065
False,weixin,Non,10066
False,android,Non,10068
False,weixin,Non,10069
True,android,weixin,10070
False,android,Non,10071
False,weixin,Non,10073
False,android,Non,10074
False,weixin,Non,10075
False,weixin,Non,10076
False,weixin,Non,10079
False,weixin,Non,10080
False,weixin,Non,10081
False,weixin,Non,10084
False,android,Non,10085
False,weixin,Non,10087
False,weixin,Non,10088
False,weixin,Non,10089
False,weixin,Non,10090
False,weixin,Non,10092
False,weixin,Non,10098
False,android,Non,10099
False,weixin,Non,10100
False,weixin,Non,10101
False,weixin,Non,10103
False,weixin,Non,10105
False,weixin,Non,10107
False,weixin,Non,10108
False,weixin,Non,10109
False,ios,Non,10110
False,weixin,Non,10114
False,android,Non,10116
True,ios,weixin,10117
False,weixin,Non,10118
True,android,weixin,10120
False,weixin,Non,10121
False,weixin,Non,10122
False,weixin,Non,10123
False,weixin,Non,10124
False,weixin,Non,10126
False,weixin,Non,10128
False,weixin,Non,10130
False,weixin,Non,10133
False,weixin,Non,10134
False,weixin,Non,10138
False,weixin,Non,10140
False,weixin,Non,10141
False,weixin,Non,10143
False,weixin,Non,10145
False,weixin,Non,10148
False,weixin,Non,10150
False,weixin,Non,10151
False,weixin,Non,10153
False,weixin,Non,10157
False,weixin,Non,10158
False,weixin,Non,10163
False,android,Non,10165
False,weixin,Non,10166
False,weixin,Non,10168
False,weixin,Non,10169
True,android,weixin,10170
False,weixin,Non,10171
False,weixin,Non,10173
False,weixin,Non,10181
False,weixin,Non,10182
False,weixin,Non,10183
False,weixin,Non,10185
False,weixin,Non,10186
False,weixin,Non,10189
False,weixin,Non,10191
False,weixin,Non,10192
False,weixin,Non,10193
False,weixin,Non,10194
False,weixin,Non,10196
False,weixin,Non,10199
False,weixin,Non,10200
False,weixin,Non,10201
False,weixin,Non,10203
False,weixin,Non,10204
False,weixin,Non,10205
False,weixin,Non,10206
False,weixin,Non,10207
False,weixin,Non,10208
False,weixin,Non,10211
True,android,weixin,10212
False,weixin,Non,10213
False,android,Non,10214
False,weixin,Non,10217
False,weixin,Non,10225
False,weixin,Non,10226
True,android,weixin,10227
False,android,Non,10229
False,weixin,Non,10231
False,weixin,Non,10232
False,weixin,Non,10233
False,weixin,Non,10235
False,weixin,Non,10236
False,weixin,Non,10238
False,weixin,Non,10241
False,weixin,Non,10242
False,weixin,Non,10243
True,android,weixin,10246
False,weixin,Non,10248
False,weixin,Non,10250
False,weixin,Non,10251
False,weixin,Non,10252
False,weixin,Non,10253
False,weixin,Non,10255
False,weixin,Non,10256
True,android,weixin,10257
False,weixin,Non,10258
False,weixin,Non,10259
False,weixin,Non,10260
False,weixin,Non,10262
False,weixin,Non,10263
False,weixin,Non,10264
False,weixin,Non,10265
False,android,Non,10267
False,weixin,Non,10268
False,weixin,Non,10269
False,weixin,Non,10273
False,weixin,Non,10276
False,weixin,Non,10277
False,weixin,Non,10278
False,weixin,Non,10279
False,weixin,Non,10282
False,weixin,Non,10284
False,weixin,Non,10287
False,weixin,Non,10289
True,android,weixin,10290
False,ios,Non,10291
False,weixin,Non,10298
False,weixin,Non,10299
False,weixin,Non,10303
False,weixin,Non,10304
False,weixin,Non,10305
False,weixin,Non,10306
False,weixin,Non,10307
False,weixin,Non,10308
False,weixin,Non,10309
False,weixin,Non,10312
False,weixin,Non,10313
False,weixin,Non,10316
False,weixin,Non,10317
False,weixin,Non,10318
False,weixin,Non,10319
False,weixin,Non,10320
False,weixin,Non,10321
False,weixin,Non,10322
False,weixin,Non,10324
True,android,weixin,10325
False,weixin,Non,10326
False,weixin,Non,10327
False,weixin,Non,10328
False,weixin,Non,10329
False,weixin,Non,10330
False,weixin,Non,10331
False,weixin,Non,10333
False,weixin,Non,10334
False,weixin,Non,10336
False,weixin,Non,10337
False,weixin,Non,10339
False,ios,Non,10340
False,weixin,Non,10342
False,ios,Non,10344
False,weixin,Non,10346
False,weixin,Non,10347
False,weixin,Non,10348
False,weixin,Non,10350
False,android,Non,10351
False,weixin,Non,10353
False,weixin,Non,10355
False,ios,Non,10356
False,weixin,Non,10358
False,weixin,Non,10359
False,weixin,Non,10360
False,weixin,Non,10362
False,weixin,Non,10363
False,weixin,Non,10364
False,weixin,Non,10367
False,weixin,Non,10369
False,weixin,Non,10370
True,ios,weixin,10372
False,android,Non,10373
False,weixin,Non,10374
False,weixin,Non,10375
True,android,weixin,10376
False,weixin,Non,10377
False,weixin,Non,10378
False,weixin,Non,10380
False,weixin,Non,10381
False,weixin,Non,10384
False,weixin,Non,10386
False,weixin,Non,10387
False,weixin,Non,10388
False,weixin,Non,10390
True,android,weixin,10393
False,weixin,Non,10394
False,weixin,Non,10395
False,android,Non,10396
False,android,Non,10397
False,ios,Non,10398
False,weixin,Non,10399
True,android,weixin,10400
False,weixin,Non,10402
False,weixin,Non,10405
True,android,weixin,10406
True,android,weixin,10407
False,weixin,Non,10408
False,weixin,Non,10409
False,weixin,Non,10410
False,android,Non,10414
False,weixin,Non,10415
False,ios,Non,10416
False,android,Non,10417
False,weixin,Non,10419
False,weixin,Non,10420
False,weixin,Non,10422
False,weixin,Non,10423
False,android,Non,10425
False,weixin,Non,10429
False,weixin,Non,10430
True,android,weixin,10432
False,weixin,Non,10434
False,weixin,Non,10435
False,weixin,Non,10437
False,weixin,Non,10438
False,weixin,Non,10440
False,weixin,Non,10441
False,android,Non,10443
False,weixin,Non,10444
True,android,weixin,10449
False,weixin,Non,10450
False,weixin,Non,10451
False,weixin,Non,10452
False,weixin,Non,10453
False,weixin,Non,10454
False,weixin,Non,10461
False,android,Non,10462
False,weixin,Non,10465
False,weixin,Non,10466
False,weixin,Non,10468
False,weixin,Non,10471
True,android,weixin,10472
False,weixin,Non,10475
False,android,Non,10476
False,weixin,Non,10477
False,weixin,Non,10479
False,weixin,Non,10486
False,weixin,Non,10487
False,weixin,Non,10488
False,weixin,Non,10489
False,weixin,Non,10490
False,weixin,Non,10493
False,weixin,Non,10497
False,weixin,Non,10500
False,weixin,Non,10501
False,weixin,Non,10503
False,weixin,Non,10504
False,weixin,Non,10505
False,weixin,Non,10506
False,weixin,Non,10508
False,weixin,Non,10509
False,weixin,Non,10510
False,weixin,Non,10511
False,ios,Non,10513
False,weixin,Non,10515
False,weixin,Non,10517
False,weixin,Non,10521
False,weixin,Non,10522
False,weixin,Non,10524
False,weixin,Non,10525
False,weixin,Non,10528
False,weixin,Non,10533
False,weixin,Non,10535
False,weixin,Non,10536
False,weixin,Non,10537
False,weixin,Non,10539
False,weixin,Non,10541
False,weixin,Non,10542
False,weixin,Non,10543
False,weixin,Non,10544
False,weixin,Non,10545
True,ios,weixin,10546
False,weixin,Non,10548
False,weixin,Non,10549
False,weixin,Non,10550
False,weixin,Non,10551
False,weixin,Non,10552
True,android,weixin,10554
False,weixin,Non,10555
False,ios,Non,10557
True,ios,weixin,10559
False,weixin,Non,10562
False,weixin,Non,10564
False,weixin,Non,10566
False,android,Non,10567
False,weixin,Non,10568
False,weixin,Non,10570
False,weixin,Non,10571
False,weixin,Non,10572
False,weixin,Non,10573
False,weixin,Non,10574
False,weixin,Non,10575
True,ios,weixin,10576
False,weixin,Non,10577
True,android,weixin,10578
False,weixin,Non,10582
False,weixin,Non,10583
False,weixin,Non,10584
False,weixin,Non,10585
False,weixin,Non,10587
False,weixin,Non,10588
False,weixin,Non,10591
False,weixin,Non,10593
False,weixin,Non,10594
False,weixin,Non,10595
False,ios,Non,10596
False,weixin,Non,10597
False,ios,Non,10598
False,weixin,Non,10601
False,weixin,Non,10602
True,ios,weixin,10603
False,weixin,Non,10604
False,weixin,Non,10607
False,weixin,Non,10608
False,weixin,Non,10611
True,android,weixin,10612
False,weixin,Non,10613
False,weixin,Non,10614
False,weixin,Non,10615
False,weixin,Non,10616
False,weixin,Non,10617
False,android,Non,10618
True,android,weixin,10619
False,weixin,Non,10620
True,ios,weixin,10622
False,weixin,Non,10623
False,weixin,Non,10624
False,weixin,Non,10625
False,weixin,Non,10626
False,weixin,Non,10627
False,weixin,Non,10628
False,weixin,Non,10629
False,weixin,Non,10634
False,android,Non,10635
True,android,weixin,10636
False,weixin,Non,10640
False,weixin,Non,10641
False,weixin,Non,10642
False,weixin,Non,10643
False,weixin,Non,10644
False,weixin,Non,10645
False,weixin,Non,10646
False,ios,Non,10649
False,android,Non,10652
False,weixin,Non,10653
False,android,Non,10655
False,weixin,Non,10656
False,weixin,Non,10657
False,weixin,Non,10658
False,android,Non,10663
False,weixin,Non,10664
False,weixin,Non,10666
False,weixin,Non,10668
False,weixin,Non,10669
False,weixin,Non,10671
False,weixin,Non,10675
False,weixin,Non,10676
False,weixin,Non,10678
False,weixin,Non,10679
False,weixin,Non,10680
False,weixin,Non,10681
False,weixin,Non,10682
False,weixin,Non,10684
False,weixin,Non,10688
False,weixin,Non,10689
False,weixin,Non,10692
False,weixin,Non,10693
False,weixin,Non,10694
False,weixin,Non,10697
False,weixin,Non,10698
False,weixin,Non,10699
True,android,weixin,10702
False,weixin,Non,10704
False,weixin,Non,10708
False,weixin,Non,10709
False,weixin,Non,10710
False,weixin,Non,10711
False,weixin,Non,10714
False,android,Non,10719
False,weixin,Non,10721
False,android,Non,10722
False,weixin,Non,10725
False,weixin,Non,10726
False,weixin,Non,10727
False,weixin,Non,10728
False,weixin,Non,10730
False,weixin,Non,10732
False,weixin,Non,10733
False,weixin,Non,10734
False,weixin,Non,10735
False,weixin,Non,10738
False,weixin,Non,10739
True,ios,weixin,10741
False,weixin,Non,10742
False,weixin,Non,10743
False,weixin,Non,10747
True,android,weixin,10749
False,ios,Non,10750
True,android,weixin,10751
False,weixin,Non,10752
False,weixin,Non,10757
True,ios,weixin,10758
False,weixin,Non,10759
False,weixin,Non,10761
False,weixin,Non,10763
True,android,weixin,10764
False,weixin,Non,10765
False,weixin,Non,10766
False,weixin,Non,10767
False,weixin,Non,10768
False,weixin,Non,10770
False,weixin,Non,10771
False,weixin,Non,10772
False,weixin,Non,10773
False,weixin,Non,10776
False,weixin,Non,10777
True,ios,weixin,10778
False,weixin,Non,10779
False,weixin,Non,10780
False,android,Non,10781
False,weixin,Non,10784
False,weixin,Non,10785
False,weixin,Non,10786
False,weixin,Non,10787
False,weixin,Non,10788
False,weixin,Non,10789
False,weixin,Non,10790
False,weixin,Non,10791
False,weixin,Non,10792
True,android,weixin,10793
False,weixin,Non,10795
False,weixin,Non,10797
False,weixin,Non,10799
False,weixin,Non,10802
False,weixin,Non,10804
False,android,Non,10809
False,ios,Non,10810
False,weixin,Non,10814
False,weixin,Non,10815
True,android,weixin,10816
False,weixin,Non,10817
False,weixin,Non,10819
False,weixin,Non,10820
False,weixin,Non,10822
False,weixin,Non,10824
False,weixin,Non,10825
True,android,weixin,10826
False,weixin,Non,10828
False,weixin,Non,10829
False,weixin,Non,10830
False,ios,Non,10831
False,weixin,Non,10838
False,weixin,Non,10839
False,ios,Non,10841
False,weixin,Non,10842
False,weixin,Non,10844
False,weixin,Non,10853
False,weixin,Non,10854
False,weixin,Non,10855
False,weixin,Non,10856
False,weixin,Non,10858
True,android,weixin,10859
False,weixin,Non,10860
False,weixin,Non,10861
False,weixin,Non,10864
False,weixin,Non,10865
False,weixin,Non,10868
False,weixin,Non,10870
False,weixin,Non,10871
True,android,weixin,10872
False,weixin,Non,10873
False,weixin,Non,10874
False,weixin,Non,10875
False,ios,Non,10877
False,weixin,Non,10878
False,weixin,Non,10883
False,weixin,Non,10886
False,weixin,Non,10887
False,android,Non,10888
True,android,weixin,10889
False,weixin,Non,10890
False,weixin,Non,10893
False,weixin,Non,10894
False,weixin,Non,10895
False,android,Non,10896
False,weixin,Non,10897
False,weixin,Non,10898
False,ios,Non,10900
False,weixin,Non,10901
True,android,weixin,10905
False,weixin,Non,10906
False,weixin,Non,10907
False,weixin,Non,10914
False,weixin,Non,10915
False,weixin,Non,10916
True,android,weixin,10919
False,weixin,Non,10920
True,android,weixin,10922
False,weixin,Non,10923
False,weixin,Non,10925
False,weixin,Non,10926
False,weixin,Non,10927
False,android,Non,10928
True,android,weixin,10933
False,weixin,Non,10934
False,weixin,Non,10935
False,weixin,Non,10937
False,weixin,Non,10939
False,weixin,Non,10940
False,weixin,Non,10941
False,weixin,Non,10942
False,weixin,Non,10943
False,weixin,Non,10944
False,weixin,Non,10945
False,weixin,Non,10946
False,android,Non,10947
False,weixin,Non,10948
False,ios,Non,10949
False,weixin,Non,10950
False,weixin,Non,10951
False,weixin,Non,10952
False,ios,Non,10954
False,weixin,Non,10957
False,ios,Non,10962
False,weixin,Non,10964
False,android,Non,10966
False,android,Non,10968
False,weixin,Non,10970
False,weixin,Non,10971
True,android,weixin,10972
False,weixin,Non,10973
False,weixin,Non,10975
True,ios,weixin,10977
False,weixin,Non,10980
False,weixin,Non,10981
False,weixin,Non,10982
False,weixin,Non,10983
False,weixin,Non,10984
False,weixin,Non,10985
False,weixin,Non,10986
True,android,weixin,10987
False,weixin,Non,10988
True,android,weixin,10991
False,weixin,Non,10992
False,weixin,Non,10993
False,android,Non,10995
False,weixin,Non,10997
False,weixin,Non,11002
False,weixin,Non,11006
False,weixin,Non,11009
False,weixin,Non,11011
False,weixin,Non,11012
True,android,weixin,11013
False,weixin,Non,11014
False,weixin,Non,11016
False,weixin,Non,11022
False,weixin,Non,11025
False,weixin,Non,11026
False,weixin,Non,11027
False,weixin,Non,11028
False,weixin,Non,11029
True,android,weixin,11031
False,weixin,Non,11034
False,weixin,Non,11036
False,weixin,Non,11038
False,weixin,Non,11039
False,weixin,Non,11040
False,weixin,Non,11041
False,ios,Non,11042
False,weixin,Non,11043
False,weixin,Non,11044
False,weixin,Non,11046
False,weixin,Non,11047
False,weixin,Non,11051
False,weixin,Non,11052
True,android,ios,11054
False,android,Non,11056
False,weixin,Non,11060
True,android,weixin,11063
False,android,Non,11064
False,android,Non,11065
False,weixin,Non,11069
True,android,weixin,11070
False,weixin,Non,11073
False,android,Non,11076
False,weixin,Non,11080
False,weixin,Non,11081
False,weixin,Non,11083
False,android,Non,11085
False,weixin,Non,11087
True,ios,weixin,11088
False,weixin,Non,11089
False,weixin,Non,11090
True,android,ios,11091
False,weixin,Non,11094
False,weixin,Non,11095
False,weixin,Non,11100
False,weixin,Non,11102
False,android,Non,11103
False,weixin,Non,11104
False,weixin,Non,11109
False,android,Non,11110
False,weixin,Non,11114
False,weixin,Non,11115
False,weixin,Non,11116
