"amount","initamount","customamount"
"89.00","89.00",""
"80.00","100.00","60.00"
"77.80","99.00","77.80"
"69.00","69.00",""
"77.80","99.00","77.80"
"69.00","69.00",""
"130.00","130.00",""
"77.80","98.00","77.80"
"80.00","109.00","80.00"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"112.00","98.00","112.00"
"100.00","100.00",""
"100.00","100.00",""
"60.00","87.00","60.00"
"89.00","89.00",""
"100.00","109.00","100.00"
"77.80","98.00","77.80"
"188.90","140.00",""
"69.00","69.00",""
"100.00","100.00",""
"201.00","109.00","89.00"
"115.00","115.00",""
"115.00","115.00",""
"70.00","99.00","70.00"
"70.00","99.00","70.00"
"70.00","99.00","70.00"
"115.00","115.00",""
"77.80","109.00","77.80"
"105.00","105.00",""
"115.00","115.00",""
"89.00","89.00",""
"89.00","89.00",""
"240.00","240.00",""
"240.00","240.00",""
"240.00","240.00",""
"240.00","240.00",""
"240.00","240.00",""
"300.00","300.00",""
"140.00","140.00",""
"69.00","69.00",""
"100.00","100.00",""
"69.00","69.00",""
"160.00","160.00",""
"109.00","109.00",""
"109.00","109.00",""
"492.00","492.00",""
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"120.00","79.00","60.00"
"60.00","79.00","60.00"
"77.80","109.00","77.80"
"133.40","114.00",""
"74.00","74.00",""
"133.40","109.00","55.60"
"77.80","99.00","77.80"
"80.00","109.00","80.00"
"69.00","69.00",""
"94.00","94.00",""
"100.00","100.00",""
"89.78","99.00","77.78"
"80.00","100.00","80.00"
"112.00","99.00","112.00"
"109.00","109.00",""
"144.45","104.00",""
"77.80","100.00","77.80"
"112.00","99.00","112.00"
"112.00","99.00","112.00"
"112.00","99.00","112.00"
"130.00","150.00","130.00"
"100.00","100.00","100.00"
"94.00","94.00",""
"89.00","89.00",""
"220.00","220.00",""
"80.00","109.00","80.00"
"77.80","109.00","77.80"
"100.00","100.00",""
"160.00","160.00",""
"111.80","100.00","77.80"
"200.00","160.00",""
"120.00","120.00",""
"80.00","69.00","80.00"
"89.00","89.00",""
"109.00","109.00",""
"104.00","54.00",""
"185.00","185.00",""
"79.00","79.00",""
"54.00","54.00",""
"120.00","120.00",""
"99.00","99.00",""
"120.00","120.00",""
"54.00","54.00",""
"77.80","99.00","77.80"
"60.00","79.00","60.00"
"100.00","100.00",""
"74.00","74.00",""
"77.78","99.00","77.78"
"134.00","109.00","134.00"
"100.00","100.00",""
"60.00","79.00","60.00"
"156.10","100.00","111.10"
"100.00","100.00",""
"77.80","109.00","77.80"
"80.00","100.00","80.00"
"80.00","100.00","80.00"
"111.12","100.00","111.12"
"139.00","139.00",""
"89.00","89.00",""
"80.00","109.00","80.00"
"100.00","100.00",""
"66.00","100.00","66.00"
"87.70","69.00","69.00"
"194.50","140.00",""
"77.80","109.00","77.80"
"64.00","64.00",""
"77.80","99.00","77.80"
"50.00","62.00","50.00"
"60.00","54.00",""
"77.80","99.00","77.80"
"60.00","32.00","60.00"
"77.80","99.00","77.80"
"77.78","99.00","77.78"
"49.00","49.00",""
"109.00","109.00",""
"77.80","99.00","77.80"
"180.00","180.00",""
"80.00","109.00","80.00"
"180.00","180.00",""
"180.00","180.00",""
"168.80","109.00","168.80"
"79.00","79.00",""
"60.00","79.00","60.00"
"60.00","79.00","60.00"
"80.00","89.00","80.00"
"60.00","89.00","60.00"
"49.00","49.00",""
"54.00","54.00",""
"129.00","100.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"50.00","51.00","50.00"
"42.00","42.00",""
"49.00","49.00",""
"89.00","89.00",""
"69.00","69.00",""
"77.80","99.00","77.80"
"100.00","100.00",""
"166.67","120.00",""
"49.00","49.00",""
"49.00","49.00",""
"69.00","49.00","69.00"
"275.00","275.00",""
"156.00","140.00","156.00"
"50.00","49.00","50.00"
"80.00","100.00","80.00"
"80.00","100.00","80.00"
"80.00","109.00","80.00"
"140.00","140.00",""
"165.00","165.00",""
"276.00","120.00",""
"245.00","245.00",""
"54.00","54.00",""
"69.00","69.00",""
"345.00","250.00","300.00"
"90.00","109.00","90.00"
"100.00","100.00",""
"77.80","99.00","77.80"
"42.00","42.00",""
"77.80","99.00","77.80"
"40.00","40.00",""
"100.00","100.00",""
"79.00","79.00",""
"119.00","119.00",""
"112.00","99.00","112.00"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"69.00","69.00",""
"79.00","79.00",""
"59.00","54.00","59.00"
"100.00","104.00","100.00"
"104.00","104.00",""
"148.30","115.00",""
"77.80","109.00","77.80"
"120.00","120.00",""
"90.00","54.00","70.00"
"77.80","109.00","77.80"
"109.00","109.00",""
"109.00","109.00",""
"109.00","109.00",""
"69.00","69.00",""
"88.90","109.00","88.90"
"89.00","89.00",""
"110.00","100.00","110.00"
"130.00","130.00",""
"89.00","89.00",""
"77.78","109.00","77.78"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"79.00","79.00",""
"49.00","49.00",""
"100.00","100.00",""
"130.00","130.00",""
"74.00","74.00",""
"80.00","54.00","80.00"
"54.00","54.00",""
"130.00","130.00",""
"130.00","130.00",""
"54.00","49.00","54.00"
"100.00","100.00",""
"130.00","130.00",""
"104.00","104.00",""
"130.00","130.00",""
"77.80","99.00","77.80"
"80.00","109.00","80.00"
"130.00","130.00",""
"80.00","109.00","80.00"
"77.80","99.00","77.80"
"74.00","74.00",""
"100.00","100.00",""
"40.00","40.00",""
"330.00","300.00","330.00"
"77.80","99.00","77.80"
"60.00","79.00","60.00"
"100.00","100.00",""
"55.60","100.00","55.60"
"49.00","49.00",""
"79.00","69.00",""
"155.60","170.00","155.60"
"77.80","99.00","77.80"
"80.00","89.00","80.00"
"77.80","99.00","77.80"
"100.00","100.00",""
"80.00","109.00","80.00"
"109.00","109.00",""
"133.40","109.00","133.40"
"60.00","79.00","60.00"
"60.00","89.00","60.00"
"100.00","79.00","100.00"
"100.00","220.00","100.00"
"69.00","69.00",""
"300.00","360.00","300.00"
"300.00","360.00","300.00"
"156.00","54.00",""
"100.00","100.00",""
"80.00","109.00","80.00"
"79.00","79.00",""
"100.00","100.00",""
"150.00","150.00",""
"99.00","165.00","99.00"
"160.00","175.00","160.00"
"102.00","99.00","80.00"
"69.00","69.00",""
"89.00","89.00",""
"89.00","89.00",""
"100.00","100.00",""
"69.00","69.00",""
"125.00","125.00",""
"122.80","109.00","77.80"
"80.00","99.00","80.00"
"155.60","109.00","77.80"
"220.00","220.00",""
"77.80","99.00","77.80"
"80.00","109.00","80.00"
"77.80","98.00","77.80"
"250.00","250.00",""
"105.00","105.00",""
"111.12","79.00","66.67"
"54.00","54.00",""
"49.00","49.00",""
"77.80","109.00","77.80"
"100.00","124.00","100.00"
"100.00","109.00","100.00"
"40.00","99.00","40.00"
"125.00","125.00",""
"77.80","109.00","77.80"
"33.34","109.00","33.34"
"80.00","109.00","80.00"
"89.00","89.00",""
"79.00","79.00",""
"77.80","99.00","77.80"
"69.00","69.00",""
"89.00","89.00",""
"80.00","109.00","80.00"
"154.00","125.00",""
"133.34","100.00","133.34"
"145.00","150.00","145.00"
"133.34","100.00","133.34"
"77.80","100.00","77.80"
"77.80","109.00","77.80"
"111.80","100.00","77.80"
"74.00","74.00",""
"125.00","125.00",""
"77.80","99.00","77.80"
"140.00","140.00",""
"180.00","180.00",""
"99.00","99.00",""
"77.80","109.00","77.80"
"77.80","100.00","77.80"
"80.00","109.00","80.00"
"104.00","104.00",""
"83.00","79.00","60.00"
"77.80","99.00","77.80"
"69.00","69.00",""
"60.00","79.00","60.00"
"80.00","109.00","80.00"
"99.00","99.00",""
"69.00","69.00",""
"125.00","114.00","125.00"
"77.80","99.00","77.80"
"49.00","49.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"77.78","109.00","77.78"
"77.80","69.00",""
"30.00","40.00","30.00"
"77.80","109.00","77.80"
"110.00","109.00","77.78"
"111.20","94.00",""
"39.00","44.00","39.00"
"130.00","109.00","130.00"
"40.00","40.00",""
"178.00","109.00","178.00"
"49.00","49.00",""
"109.00","109.00",""
"30.00","30.00",""
"79.00","79.00",""
"30.00","79.00","30.00"
"31.00","31.00",""
"40.00","40.00",""
"40.00","40.00",""
"55.00","55.00",""
"100.00","106.00","100.00"
"41.00","41.00",""
"77.78","109.00","77.78"
"77.78","109.00","77.78"
"77.78","109.00","77.78"
"195.00","195.00",""
"100.00","100.00",""
"100.00","89.00","80.00"
"77.80","99.00","77.80"
"49.00","40.00","49.00"
"112.00","109.00","112.00"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"79.00","79.00",""
"200.00","200.00",""
"60.00","104.00","60.00"
"49.00","49.00",""
"69.00","69.00",""
"80.00","89.00","80.00"
"100.00","94.00","100.00"
"99.00","99.00",""
"77.78","109.00","77.78"
"99.00","99.00",""
"77.78","99.00","77.78"
"60.00","104.00","60.00"
"100.00","99.00","100.00"
"79.00","79.00",""
"77.80","109.00","77.80"
"120.00","120.00",""
"100.00","100.00",""
"54.00","49.00","54.00"
"104.00","104.00",""
"60.00","79.00","60.00"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"215.00","215.00",""
"105.00","105.00",""
"99.00","99.00",""
"77.80","99.00","77.80"
"77.80","89.00","77.80"
"144.45","89.00","144.45"
"49.00","49.00",""
"88.89","109.00","88.89"
"111.28","109.00","77.78"
"100.00","100.00",""
"89.00","100.00","77.80"
"160.00","165.00","160.00"
"100.00","104.00","100.00"
"79.00","79.00",""
"185.00","135.00","185.00"
"69.00","49.00",""
"77.80","109.00","77.80"
"90.00","89.00","90.00"
"99.00","99.00",""
"99.00","99.00",""
"99.00","99.00",""
"170.00","170.00",""
"400.00","400.00",""
"150.00","150.00",""
"600.00","540.00","600.00"
"100.00","100.00",""
"600.00","600.00",""
"600.00","600.00",""
"60.00","109.00","60.00"
"77.80","99.00","77.80"
"156.00","140.00","156.00"
"54.00","54.00",""
"370.00","370.00",""
"110.00","145.00","110.00"
"60.00","79.00","60.00"
"100.00","100.00",""
"49.00","49.00",""
"77.80","99.00","77.80"
"54.00","54.00",""
"30.00","49.00","30.00"
"102.40","69.00",""
"89.00","89.00",""
"77.80","100.00","77.80"
"111.30","79.00",""
"49.00","49.00",""
"145.00","100.00","145.00"
"77.80","98.00","77.80"
"109.00","109.00",""
"77.80","99.00","77.80"
"100.00","89.00",""
"100.00","109.00","100.00"
"100.00","100.00",""
"66.67","100.00","66.67"
"78.00","89.00","78.00"
"109.00","109.00",""
"54.00","54.00",""
"49.00","54.00","49.00"
"240.00","170.00",""
"77.80","109.00","77.80"
"49.00","49.00",""
"195.00","205.00","195.00"
"130.00","100.00",""
"240.00","240.00",""
"273.00","240.00",""
"160.00","160.00",""
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"99.00","49.00",""
"79.00","79.00",""
"54.00","54.00",""
"104.00","104.00",""
"105.00","105.00",""
"104.00","104.00",""
"79.00","79.00",""
"80.00","109.00","80.00"
"135.00","135.00",""
"69.00","69.00",""
"77.80","109.00","77.80"
"111.20","109.00","111.20"
"150.00","138.00","150.00"
"181.80","104.00",""
"180.00","160.00",""
"150.00","138.00","150.00"
"160.00","119.00","160.00"
"77.78","99.00","77.78"
"77.78","109.00","77.78"
"109.00","104.00","109.00"
"99.00","99.00",""
"80.00","99.00","80.00"
"77.80","99.00","77.80"
"720.00","720.00",""
"135.00","135.00",""
"110.00","104.00","110.00"
"100.00","104.00","100.00"
"135.00","135.00",""
"77.78","109.00","77.78"
"100.00","100.00",""
"100.00","100.00",""
"30.00","30.00",""
"30.00","30.00",""
"80.00","109.00","80.00"
"49.00","44.00","49.00"
"49.00","44.00","49.00"
"90.00","119.00","90.00"
"150.00","150.00",""
"79.00","79.00",""
"190.00","200.00","190.00"
"100.00","89.00","100.00"
"100.00","100.00",""
"104.00","104.00",""
"79.00","79.00",""
"100.00","100.00",""
"41.00","30.00",""
"40.00","40.00",""
"30.00","30.00",""
"30.00","30.00","30.00"
"30.00","30.00",""
"40.00","30.00","30.00"
"30.00","30.00",""
"110.00","104.00","110.00"
"110.00","104.00","110.00"
"111.20","109.00","82.00"
"49.00","49.00",""
"77.78","109.00","77.78"
"100.00","89.00","100.00"
"79.00","44.00","79.00"
"112.00","109.00","112.00"
"69.00","59.00","69.00"
"69.00","59.00","69.00"
"54.00","44.00","54.00"
"77.78","109.00","77.78"
"160.00","160.00","120.00"
"77.80","99.00","77.80"
"77.78","109.00","77.78"
"120.00","120.00",""
"89.00","89.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"77.78","109.00","77.78"
"120.00","120.00",""
"106.00","122.00","106.00"
"49.00","49.00",""
"80.00","89.00","80.00"
"109.00","109.00",""
"29.00","54.00","29.00"
"77.80","99.00","77.80"
"120.00","119.00","120.00"
"54.00","44.00","54.00"
"64.00","59.00","64.00"
"634.00","600.00",""
"89.00","89.00",""
"77.80","89.00","77.80"
"89.00","89.00",""
"77.80","99.00","77.80"
"89.00","89.00",""
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"60.00","79.00","60.00"
"60.00","79.00","60.00"
"60.00","79.00","60.00"
"60.00","79.00","60.00"
"60.00","79.00","60.00"
"79.00","59.00","79.00"
"129.00","100.00",""
"77.80","99.00","77.80"
"111.00","100.00",""
"119.00","119.00",""
"125.00","125.00",""
"77.78","100.00","77.78"
"77.80","99.00","77.80"
"77.78","109.00","77.78"
"100.00","100.00","100.00"
"56.00","109.00","56.00"
"80.00","89.00","60.00"
"77.78","99.00","77.78"
"133.34","109.00","133.34"
"54.00","54.00",""
"180.00","180.00","180.00"
"77.80","99.00","77.80"
"80.00","109.00","80.00"
"104.00","104.00",""
"77.80","109.00","77.80"
"80.00","109.00","80.00"
"112.00","109.00","112.00"
"80.00","109.00","80.00"
"77.80","99.00","77.80"
"112.00","99.00","112.00"
"200.00","200.00",""
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"69.00","69.00",""
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"69.00","59.00","69.00"
"77.80","109.00","77.80"
"94.00","94.00",""
"180.00","180.00",""
"100.00","100.00",""
"100.00","100.00",""
"153.52","100.00",""
"155.56","100.00",""
"79.00","74.00","79.00"
"77.80","109.00","77.80"
"119.00","94.00","119.00"
"89.00","74.00","89.00"
"55.60","99.00","55.60"
"49.00","44.00","49.00"
"90.00","109.00","90.00"
"79.00","79.00",""
"180.00","180.00",""
"77.80","109.00","77.80"
"155.60","160.00","155.60"
"94.00","94.00",""
"49.00","49.00",""
"79.00","79.00",""
"111.20","99.00","77.80"
"124.00","99.00",""
"79.00","79.00",""
"49.00","49.00",""
"240.00","180.00","240.00"
"100.00","109.00","100.00"
"104.00","74.00","104.00"
"160.00","160.00",""
"54.00","54.00",""
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"89.00","89.00",""
"60.00","89.00","60.00"
"77.80","99.00","77.80"
"100.00","104.00","100.00"
"110.00","104.00","110.00"
"88.89","79.00","88.89"
"54.90","49.00",""
"119.00","119.00",""
"60.00","89.00","60.00"
"130.00","109.00","130.00"
"49.00","49.00",""
"133.34","99.00","133.34"
"100.00","114.00","100.00"
"89.00","89.00",""
"119.00","119.00",""
"180.00","180.00",""
"77.80","99.00","77.80"
"104.00","104.00",""
"94.00","94.00",""
"60.00","89.00","60.00"
"49.00","49.00",""
"77.80","99.00","77.80"
"49.00","49.00","49.00"
"125.00","125.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"95.00","79.00","95.00"
"77.80","109.00","77.80"
"54.00","44.00","54.00"
"300.00","300.00",""
"41.00","41.00",""
"105.00","105.00",""
"77.80","99.00","77.80"
"1030.00","330.00",""
"77.80","109.00","77.80"
"100.00","100.00",""
"49.00","49.00",""
"100.00","100.00","100.00"
"115.00","115.00",""
"700.00","40.00","100.00"
"80.00","109.00","80.00"
"600.00","40.00","600.00"
"115.00","104.00","115.00"
"69.00","69.00",""
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"230.00","255.00","230.00"
"60.00","89.00","60.00"
"77.80","99.00","77.80"
"70.00","89.00","70.00"
"112.00","99.00","112.00"
"735.00","635.00",""
"252.00","185.00",""
"120.00","120.00",""
"77.80","109.00","77.80"
"60.00","89.00","60.00"
"60.00","89.00","60.00"
"400.00","440.00","400.00"
"77.80","99.00","77.80"
"400.00","440.00","400.00"
"112.00","109.00","112.00"
"112.00","99.00","112.00"
"77.80","98.00","77.80"
"40.00","40.00",""
"44.45","109.00","44.45"
"125.00","125.00",""
"69.00","69.00",""
"40.00","40.00",""
"89.00","89.00",""
"101.20","69.00",""
"40.00","40.00",""
"109.00","109.00",""
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"104.00","74.00","104.00"
"77.80","109.00","77.80"
"77.80","98.00","77.80"
"89.00","89.00",""
"77.78","99.00","77.78"
"100.00","119.00","100.00"
"89.00","99.00","89.00"
"40.00","40.00",""
"51.00","40.00",""
"54.00","54.00",""
"30.00","30.00",""
"100.00","109.00","100.00"
"77.80","99.00","77.80"
"89.00","79.00","89.00"
"104.00","104.00",""
"112.00","99.00","112.00"
"54.00","44.00","54.00"
"69.00","69.00","69.00"
"100.00","109.00","100.00"
"111.20","109.00","77.80"
"77.78","109.00","77.78"
"40.00","40.00",""
"54.00","54.00",""
"200.00","74.00","200.00"
"50.00","73.00","50.00"
"155.56","138.00","155.56"
"100.00","100.00",""
"109.00","109.00",""
"77.80","109.00","77.80"
"69.00","69.00",""
"78.00","44.00","49.00"
"89.00","74.00","89.00"
"104.00","74.00","104.00"
"42.00","42.00",""
"140.30","100.00","111.30"
"77.80","109.00","77.80"
"79.00","69.00","79.00"
"190.00","140.00","130.00"
"50.00","53.00","50.00"
"77.80","109.00","77.80"
"80.00","109.00","80.00"
"47.00","42.00","47.00"
"77.80","99.00","77.80"
"165.00","150.00","165.00"
"60.00","79.00","60.00"
"77.80","99.00","77.80"
"180.00","200.00","180.00"
"120.00","104.00","120.00"
"99.00","99.00",""
"100.00","100.00",""
"95.00","104.00","95.00"
"240.00","240.00",""
"77.80","109.00","77.80"
"295.00","295.00",""
"89.00","89.00",""
"77.76","99.00","77.76"
"111.12","100.00","111.12"
"77.80","99.00","77.80"
"49.00","49.00",""
"89.00","89.00",""
"62.00","62.00",""
"60.00","79.00","60.00"
"84.00","84.00",""
"60.00","79.00","60.00"
"62.00","62.00",""
"60.00","79.00","60.00"
"77.80","109.00","77.80"
"119.00","104.00","119.00"
"60.00","79.00","60.00"
"100.00","100.00",""
"42.00","40.00",""
"40.00","40.00",""
"100.00","109.00","100.00"
"100.00","109.00","100.00"
"165.00","145.00","165.00"
"100.00","100.00",""
"165.00","150.00","165.00"
"112.00","99.00","112.00"
"60.00","79.00","60.00"
"77.80","109.00","77.80"
"80.00","79.00","60.00"
"100.00","120.00","100.00"
"140.00","150.00","140.00"
"100.00","100.00","100.00"
"60.00","79.00","60.00"
"100.00","120.00","100.00"
"100.00","120.00","100.00"
"60.00","79.00","60.00"
"300.00","300.00",""
"100.00","100.00",""
"444.45","540.00","444.45"
"60.00","89.00","60.00"
"30.00","30.00",""
"120.00","104.00","120.00"
"77.80","99.00","77.80"
"60.00","79.00","60.00"
"77.80","109.00","77.80"
"104.00","74.00","104.00"
"60.00","79.00","60.00"
"99.00","44.00","99.00"
"77.80","99.00","77.80"
"126.67","79.00","60.00"
"79.00","79.00",""
"79.00","79.00",""
"50.00","62.00","50.00"
"150.00","62.00","50.00"
"112.00","109.00","112.00"
"80.00","109.00","80.00"
"80.00","109.00","80.00"
"60.00","42.00","60.00"
"60.00","53.00","60.00"
"80.00","109.00","80.00"
"59.00","54.00","59.00"
"69.00","69.00",""
"49.00","49.00",""
"89.00","74.00","89.00"
"77.80","109.00","77.80"
"77.78","100.00","77.78"
"77.80","99.00","77.80"
"77.78","99.00","77.78"
"77.78","100.00","77.78"
"77.78","98.00","77.78"
"94.45","160.00","94.45"
"77.78","99.00","77.78"
"94.45","160.00","94.45"
"109.00","109.00",""
"94.00","94.00",""
"110.00","109.00","80.00"
"111.12","109.00","111.12"
"140.00","140.00",""
"77.80","99.00","77.80"
"111.12","109.00","111.12"
"30.00","30.00",""
"40.00","40.00",""
"40.00","40.00",""
"40.00","40.00",""
"30.00","30.00",""
"77.80","99.00","77.80"
"54.00","49.00","54.00"
"77.80","109.00","77.80"
"54.00","44.00","54.00"
"60.00","79.00","60.00"
"180.00","119.00","180.00"
"180.00","119.00","180.00"
"145.00","145.00","145.00"
"132.00","32.00",""
"49.00","49.00",""
"300.00","300.00","300.00"
"185.00","210.00","185.00"
"100.00","100.00",""
"150.00","210.00","150.00"
"140.00","140.00",""
"77.80","99.00","77.80"
"80.00","99.00","80.00"
"49.00","49.00",""
"100.00","100.00","100.00"
"200.00","200.00",""
"77.80","99.00","77.80"
"300.00","300.00",""
"77.78","109.00","77.78"
"140.00","140.00","140.00"
"500.00","300.00","500.00"
"80.00","89.00","80.00"
"110.00","89.00","110.00"
"43.00","43.00",""
"80.00","109.00","80.00"
"110.00","89.00","110.00"
"50.00","43.00","50.00"
"43.00","43.00",""
"42.00","42.00",""
"69.00","59.00","69.00"
"47.00","43.00","47.00"
"95.00","43.00","95.00"
"40.00","40.00",""
"40.00","40.00",""
"40.00","40.00",""
"51.00","51.00",""
"110.00","110.00",""
"77.78","109.00","77.78"
"77.80","109.00","77.80"
"89.00","89.00",""
"66.67","89.00","66.67"
"80.00","43.00","80.00"
"60.00","89.00","60.00"
"60.00","79.00","60.00"
"77.80","109.00","77.80"
"130.00","130.00",""
"55.00","74.00","55.00"
"55.00","74.00","55.00"
"90.00","89.00","90.00"
"100.00","100.00","100.00"
"60.00","79.00","60.00"
"155.00","155.00","155.00"
"77.80","99.00","77.80"
"107.80","109.00","77.80"
"90.00","89.00","90.00"
"90.00","119.00","90.00"
"270.00","250.00",""
"130.00","170.00","130.00"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"100.00","99.00","77.80"
"80.00","109.00","80.00"
"77.78","109.00","77.78"
"80.00","109.00","80.00"
"200.00","200.00",""
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"109.00","109.00",""
"155.55","138.00","155.55"
"69.00","69.00",""
"70.00","99.00","70.00"
"70.00","99.00","70.00"
"99.00","99.00","70.00"
"70.00","99.00","70.00"
"111.20","99.00","70.00"
"70.00","99.00","70.00"
"130.00","130.00",""
"60.00","89.00","60.00"
"80.00","99.00","80.00"
"70.00","99.00","70.00"
"120.00","120.00",""
"110.00","99.00","70.00"
"80.00","99.00","80.00"
"100.00","120.00","100.00"
"70.00","99.00","70.00"
"70.00","99.00","70.00"
"70.00","89.00","70.00"
"70.00","99.00","70.00"
"70.00","99.00","70.00"
"77.80","109.00","77.80"
"112.00","89.00","80.00"
"70.00","99.00","70.00"
"70.00","99.00","70.00"
"60.00","89.00","60.00"
"77.80","99.00","77.80"
"77.80","100.00","77.80"
"100.00","100.00",""
"223.00","109.00","100.00"
"80.00","99.00","80.00"
"70.00","99.00","70.00"
"49.00","49.00",""
"120.00","120.00",""
"74.00","74.00",""
"70.00","99.00","70.00"
"88.90","79.00","60.00"
"77.80","99.00","77.80"
"54.00","54.00",""
"92.23","59.00","70.00"
"1005.00","1005.00",""
"70.00","109.00","70.00"
"155.56","160.00","155.56"
"77.80","99.00","77.80"
"77.80","100.00","77.80"
"77.80","99.00","77.80"
"120.00","120.00",""
"70.00","44.00","70.00"
"120.00","120.00",""
"77.80","109.00","77.80"
"150.00","119.00","150.00"
"77.80","109.00","77.80"
"59.00","59.00",""
"140.00","105.00","140.00"
"109.00","79.00","109.00"
"100.80","89.00","77.80"
"77.80","99.00","77.80"
"112.00","109.00","112.00"
"225.00","175.00","225.00"
"189.00","160.00",""
"60.00","79.00","60.00"
"77.80","109.00","77.80"
"94.44","49.00","50.00"
"240.00","240.00",""
"97.80","99.00","77.80"
"77.80","99.00","77.80"
"200.00","200.00",""
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"100.00","100.00",""
"105.00","105.00",""
"80.00","99.00","80.00"
"800.00","800.00",""
"77.80","109.00","77.80"
"60.00","79.00","60.00"
"60.00","79.00","60.00"
"180.00","240.00","180.00"
"60.00","79.00","60.00"
"77.80","109.00","77.80"
"120.00","120.00",""
"77.80","109.00","77.80"
"220.00","190.00",""
"89.00","74.00","89.00"
"80.00","100.00","80.00"
"69.00","69.00",""
"770.00","770.00",""
"50.00","49.00","50.00"
"79.00","79.00",""
"79.00","59.00","79.00"
"365.00","365.00",""
"87.70","79.00","87.70"
"240.00","240.00",""
"160.00","89.00","160.00"
"49.00","49.00",""
"77.78","100.00","77.78"
"240.00","240.00",""
"60.00","89.00","60.00"
"60.00","79.00","60.00"
"160.00","110.00","160.00"
"54.00","44.00","54.00"
"60.00","79.00","60.00"
"89.00","74.00","89.00"
"69.00","59.00","69.00"
"77.80","89.00","77.80"
"49.00","49.00",""
"49.00","49.00",""
"124.00","94.00",""
"99.00","99.00",""
"77.80","99.00","77.80"
"54.00","54.00",""
"375.00","175.00",""
"77.80","109.00","77.80"
"80.00","69.00",""
"180.00","180.00",""
"160.00","160.00",""
"160.00","160.00",""
"66.67","99.00","66.67"
"180.00","180.00",""
"120.00","120.00",""
"89.00","89.00",""
"66.67","89.00","66.67"
"120.00","120.00",""
"100.00","100.00",""
"89.00","89.00",""
"220.00","220.00",""
"280.00","280.00",""
"100.00","100.00",""
"60.00","79.00","60.00"
"100.00","100.00",""
"61.12","104.00","61.12"
"755.56","680.00","555.56"
"100.00","100.00",""
"77.80","109.00","77.80"
"82.30","79.00","60.00"
"112.00","109.00","112.00"
"80.00","109.00","80.00"
"69.00","69.00","69.00"
"30.00","30.00",""
"150.00","150.00",""
"40.00","40.00",""
"29.00","30.00","29.00"
"40.00","40.00",""
"29.00","40.00","29.00"
"110.00","110.00",""
"51.00","51.00",""
"69.00","69.00",""
"80.00","100.00","80.00"
"29.00","30.00","29.00"
"80.00","79.00","80.00"
"145.00","145.00","145.00"
"80.00","89.00","80.00"
"148.00","89.00","90.00"
"120.00","120.00",""
"215.60","160.00",""
"102.00","114.00","102.00"
"60.00","89.00","60.00"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"49.00","49.00",""
"50.00","32.00","50.00"
"29.00","54.00","29.00"
"102.00","114.00","102.00"
"102.00","114.00","102.00"
"54.00","54.00",""
"104.00","104.00",""
"98.00","41.00","98.00"
"80.00","54.00","80.00"
"54.00","54.00",""
"54.00","54.00",""
"40.00","40.00",""
"100.00","100.00",""
"100.00","100.00",""
"60.00","109.00","60.00"
"54.00","54.00",""
"77.80","109.00","77.80"
"54.00","54.00",""
"80.00","109.00","80.00"
"100.00","100.00",""
"54.00","54.00",""
"33.00","40.00","33.00"
"40.00","40.00",""
"54.00","54.00",""
"35.00","40.00","35.00"
"30.00","30.00",""
"35.00","40.00","35.00"
"29.00","40.00","29.00"
"54.00","54.00",""
"40.00","40.00",""
"90.00","40.00","90.00"
"35.00","40.00","35.00"
"32.00","30.00","29.00"
"30.00","30.00","30.00"
"100.00","114.00","100.00"
"520.00","520.00",""
"42.00","42.00",""
"69.00","69.00",""
"29.00","42.00","29.00"
"79.00","79.00",""
"77.80","99.00","77.80"
"77.78","99.00","77.78"
"140.00","140.00",""
"80.00","99.00","80.00"
"160.00","160.00",""
"54.00","54.00",""
"80.00","99.00","80.00"
"49.00","49.00",""
"133.00","124.00","100.00"
"60.00","60.00",""
"60.00","60.00",""
"114.00","114.00",""
"80.00","89.00","80.00"
"180.00","180.00",""
"49.00","49.00",""
