"amount","initamount","customamount"
"500.00","440.00","400.00"
"120.00","120.00",""
"78.00","107.00","78.00"
"225.00","225.00",""
"89.00","89.00",""
"100.00","100.00",""
"109.00","109.00",""
"94.00","94.00",""
"89.00","86.00","89.00"
"195.00","195.00",""
"100.00","100.00",""
"78.00","99.00","78.00"
"125.00","165.00","125.00"
"119.00","74.00","119.00"
"255.00","170.00",""
"100.00","100.00",""
"50.00","49.00","50.00"
"99.00","99.00",""
"99.00","99.00",""
"160.00","160.00",""
"160.00","160.00",""
"55.00","79.00","55.00"
"120.00","120.00",""
"120.00","120.00",""
"120.00","120.00",""
"60.00","54.00","60.00"
"70.00","99.00","70.00"
"109.00","54.00","109.00"
"277.78","100.00",""
"69.00","69.00",""
"155.00","155.00",""
"100.00","125.00","100.00"
"60.00","69.00","60.00"
"120.00","120.00",""
"89.00","89.00",""
"100.00","100.00",""
"49.00","49.00",""
"49.00","49.00",""
"120.00","120.00",""
"54.00","54.00",""
"78.00","99.00","78.00"
"54.00","54.00",""
"110.00","100.00","80.00"
"260.00","260.00",""
"78.00","99.00","78.00"
"78.00","99.00","78.00"
"55.00","49.00","55.00"
"78.00","100.00","78.00"
"111.20","69.00",""
"150.00","150.00",""
"92.00","69.00",""
"200.00","200.00",""
"69.00","69.00",""
"69.00","69.00",""
"69.00","69.00",""
"78.00","107.00","78.00"
"144.00","100.00",""
"175.00","145.00",""
"78.00","100.00","78.00"
"100.00","100.00",""
"54.00","54.00",""
"100.00","100.00",""
"87.00","109.00","70.00"
"78.00","109.00","78.00"
"220.00","220.00",""
"440.00","590.00","440.00"
"89.00","89.00",""
"54.00","54.00",""
"80.00","109.00","80.00"
"80.00","109.00","80.00"
"89.00","89.00",""
"120.00","100.00",""
"109.00","109.00",""
"69.00","69.00",""
"49.00","49.00",""
"120.00","120.00",""
"69.00","99.00","69.00"
"78.00","107.00","78.00"
"78.00","109.00","78.00"
"107.00","107.00",""
"130.00","100.00","130.00"
"120.00","120.00",""
"80.00","100.00","80.00"
"80.00","100.00","80.00"
"29.00","150.00","29.00"
"89.00","99.00","89.00"
"422.30","49.00","422.30"
"30.00","49.00","30.00"
"200.00","109.00","100.00"
"100.00","300.00","100.00"
"70.00","99.00","70.00"
"77.00","99.00","70.00"
"78.00","109.00","78.00"
"110.00","100.00","80.00"
"70.00","109.00","70.00"
"99.00","99.00",""
"70.00","99.00","70.00"
"70.00","100.00","70.00"
"150.00","150.00",""
"150.00","150.00",""
"150.00","150.00",""
"150.00","150.00",""
"140.00","150.00","140.00"
"134.00","120.00","134.00"
"100.00","114.00","100.00"
"54.00","44.00","54.00"
"120.00","120.00",""
"49.00","49.00",""
"69.00","69.00",""
"135.00","135.00",""
"114.00","114.00",""
"150.00","150.00",""
"69.00","69.00",""
"78.00","89.00","78.00"
"60.00","49.00","60.00"
"89.00","89.00",""
"170.00","140.00",""
"160.00","160.00",""
"78.00","109.00","78.00"
"340.00","340.00",""
"205.00","205.00",""
"320.00","320.00",""
"125.00","140.00","125.00"
"49.00","49.00",""
"242.00","180.00",""
"200.00","360.00","200.00"
"78.00","109.00","78.00"
"230.00","245.00","230.00"
"78.00","109.00","78.00"
"126.00","126.00",""
"70.00","120.00","70.00"
"89.00","69.00",""
"88.00","99.00","78.00"
"78.00","99.00","78.00"
"107.00","107.00",""
"78.00","109.00","78.00"
"109.00","109.00",""
"120.00","99.00","100.00"
"120.00","120.00",""
"100.00","100.00",""
"100.00","100.00",""
"100.00","100.00",""
"100.00","100.00",""
"240.00","240.00",""
"113.00","125.00","113.00"
"130.00","130.00",""
"120.00","120.00",""
"80.10","109.00","80.00"
"89.00","89.00",""
"120.00","100.00","120.00"
"356.00","240.00",""
"89.00","79.00","69.00"
"135.00","135.00",""
"78.00","109.00","78.00"
"109.00","109.00",""
"222.00","109.00","80.00"
"194.00","109.00","80.00"
"98.00","98.00",""
"79.00","79.00",""
"111.00","109.00","111.00"
"99.00","99.00",""
"49.00","49.00",""
"107.00","107.00",""
"178.00","200.00","178.00"
"313.60","180.00","255.60"
"147.00","99.00","70.00"
"80.00","109.00","80.00"
"107.00","107.00",""
"113.00","119.00","113.00"
"107.10","107.00",""
"78.00","109.00","78.00"
"89.00","89.00",""
"94.00","89.00","94.00"
"100.00","100.00",""
"109.00","109.00",""
"100.00","89.00","100.00"
"240.00","240.00",""
"200.00","140.00","200.00"
"54.00","54.00",""
"77.00","109.00","70.00"
"105.00","105.00",""
"100.00","100.00",""
"100.00","110.00","100.00"
"160.00","160.00",""
"150.00","220.00","150.00"
"150.00","220.00","150.00"
"150.00","220.00","150.00"
"150.00","220.00","150.00"
"150.00","220.00","150.00"
"160.00","220.00","160.00"
"160.00","220.00","160.00"
"150.00","220.00","150.00"
"150.00","220.00","150.00"
"160.00","160.00",""
"125.00","125.00",""
"59.00","59.00",""
"150.00","140.00","150.00"
"89.00","89.00",""
"100.00","100.00",""
"78.00","109.00","78.00"
"67.00","67.00",""
"130.00","125.00","110.00"
"200.00","190.00","200.00"
"69.00","69.00",""
"69.00","69.00",""
"109.00","109.00",""
"78.00","99.00","77.00"
"109.00","109.00",""
"160.00","200.00","160.00"
"78.00","107.00","78.00"
"120.00","120.00",""
"78.00","99.00","78.00"
"69.00","69.00",""
"49.00","49.00",""
"100.00","124.00","100.00"
"100.00","115.00","100.00"
"49.00","49.00",""
"59.00","59.00",""
"69.00","69.00",""
"370.00","370.00",""
"248.00","99.00","78.00"
"370.00","370.00",""
"30.00","49.00","30.00"
"275.00","275.00",""
"30.00","54.00","30.00"
"100.00","100.00",""
"89.00","69.00",""
"100.00","100.00",""
"77.78","69.00","77.78"
"54.00","54.00",""
"112.00","79.00","112.00"
"100.00","2235.00","100.00"
"140.00","150.00","140.00"
"175.00","175.00",""
"113.00","125.00","113.00"
"130.00","100.00",""
"78.00","109.00","78.00"
"150.00","150.00",""
"104.00","104.00",""
"180.00","195.00","180.00"
"150.00","200.00","150.00"
"180.00","195.00","180.00"
"78.00","99.00","78.00"
"100.00","100.00",""
"162.00","120.00",""
"78.00","107.00","78.00"
"100.00","100.00",""
"89.00","89.00",""
"108.00","109.00","78.00"
"78.00","109.00","78.00"
"78.00","99.00","78.00"
"250.00","250.00",""
"78.00","109.00","78.00"
"150.00","150.00",""
"54.00","54.00",""
"69.00","69.00",""
"69.00","69.00",""
"99.00","99.00",""
"78.00","99.00","78.00"
"78.00","99.00","78.00"
"78.00","99.00","78.00"
"78.00","99.00","78.00"
"78.00","109.00","78.00"
"518.00","160.00","405.00"
"109.00","109.00",""
"69.00","69.00",""
"100.00","100.00",""
"109.00","109.00",""
"109.00","109.00",""
"150.00","140.00","150.00"
"78.00","109.00","78.00"
"69.00","69.00",""
"89.00","89.00",""
"109.00","109.00",""
"78.00","109.00","78.00"
"150.00","150.00",""
"140.00","140.00",""
"140.00","140.00",""
"125.00","125.00",""
"99.00","99.00",""
"360.00","330.00",""
"125.00","125.00",""
"78.00","99.00","78.00"
"350.00","322.00","350.00"
"89.00","89.00",""
"270.00","270.00",""
"78.00","109.00","78.00"
"95.00","109.00","95.00"
"270.00","270.00",""
"297.00","270.00",""
"100.00","99.00","100.00"
"111.00","100.00","111.00"
"89.00","89.00",""
"205.00","205.00",""
"105.00","105.00",""
"88.90","69.00",""
"220.00","160.00","220.00"
"69.00","69.00",""
"70.00","69.00","70.00"
"89.00","89.00",""
"88.00","109.00","88.00"
"69.00","69.00",""
"100.00","124.00","100.00"
"77.80","109.00","77.80"
"77.80","98.00","77.80"
"69.00","69.00",""
"70.00","109.00","70.00"
"110.00","100.00","110.00"
"78.00","109.00","78.00"
"50.00","44.00","50.00"
"29.00","200.00","29.00"
"110.00","110.00",""
"125.00","125.00",""
"77.80","109.00","77.80"
"49.00","49.00",""
"69.00","69.00",""
"69.00","49.00","69.00"
"100.00","100.00",""
"100.00","99.00","100.00"
"122.30","99.00","122.30"
"61.20","54.00",""
"100.00","109.00","100.00"
"69.00","69.00",""
"100.00","109.00","100.00"
"240.00","109.00","240.00"
"170.00","170.00",""
"77.80","99.00","77.80"
"300.00","109.00","240.00"
"77.80","109.00","77.80"
"109.00","109.00",""
"49.00","49.00",""
"94.00","94.00",""
"49.00","49.00",""
"95.00","89.00","95.00"
"100.00","109.00","100.00"
"78.00","109.00","78.00"
"78.00","109.00","78.00"
"86.00","109.00","78.00"
"78.00","99.00","70.00"
"120.00","109.00","100.00"
"78.00","109.00","78.00"
"125.00","125.00",""
"89.00","89.00",""
"89.00","89.00",""
"49.00","49.00",""
"240.00","210.00","240.00"
"69.00","69.00",""
"49.00","49.00",""
"174.70","109.00","105.00"
"77.80","109.00","77.80"
"100.00","100.00",""
"69.00","69.00",""
"103.00","109.00","80.00"
"69.00","69.00",""
"77.80","99.00","77.80"
"69.00","69.00",""
"100.00","100.00",""
"59.00","59.00",""
"109.00","109.00",""
"77.80","100.00","77.80"
"77.80","109.00","77.80"
"234.00","140.00","234.00"
"86.00","69.00",""
"77.80","99.00","77.80"
"89.00","89.00",""
"77.80","99.00","77.80"
"49.00","49.00",""
"70.00","109.00","70.00"
"69.00","69.00",""
"78.00","99.00","78.00"
"244.50","205.00","244.50"
"77.80","99.00","77.80"
"77.80","107.00","77.80"
"77.80","109.00","77.80"
"54.00","54.00",""
"100.00","89.00","90.00"
"80.00","109.00","80.00"
"340.00","280.00","340.00"
"280.00","280.00",""
"80.00","109.00","80.00"
"78.00","109.00","70.00"
"78.00","99.00","70.00"
"170.00","150.00","170.00"
"55.00","49.00","55.00"
"125.00","125.00",""
"100.00","100.00",""
"150.00","155.00","150.00"
"150.00","160.00","150.00"
"125.00","125.00",""
"540.00","540.00",""
"70.00","109.00","70.00"
"49.00","49.00",""
"70.00","69.00","70.00"
"90.00","89.00","90.00"
"89.00","89.00",""
"89.80","99.00","77.80"
"49.00","49.00",""
"77.80","109.00","77.80"
"78.00","99.00","78.00"
"77.80","109.00","77.80"
"77.80","107.00","77.80"
"77.80","109.00","77.80"
"60.00","89.00","60.00"
"50.00","100.00","50.00"
"50.00","44.00","50.00"
"100.00","100.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"155.60","160.00","155.60"
"540.00","540.00",""
"120.00","105.00","120.00"
"100.00","100.00",""
"160.00","99.00","160.00"
"333.40","220.00","300.00"
"550.00","280.00","440.00"
"69.00","69.00",""
"69.00","69.00",""
"69.00","69.00",""
"250.00","250.00",""
"69.00","69.00",""
"69.00","69.00",""
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"175.60","160.00","155.60"
"77.80","109.00","77.80"
"79.00","79.00",""
"111.20","107.00","111.20"
"111.20","109.00","111.20"
"77.80","99.00","77.80"
"74.00","74.00",""
"155.60","140.00","155.60"
"69.00","69.00",""
"77.80","99.00","77.80"
"140.00","140.00",""
"77.80","109.00","77.80"
"100.00","100.00",""
"77.80","99.00","77.80"
"69.00","69.00",""
"89.00","89.00",""
"79.00","79.00",""
"192.00","192.00",""
"69.00","69.00",""
"270.00","270.00",""
"107.80","109.00","77.80"
"77.80","107.00","77.80"
"78.00","109.00","78.00"
"77.80","109.00","77.80"
"69.00","69.00",""
"192.00","192.00",""
"100.00","100.00",""
"77.80","109.00","77.80"
"200.00","210.00","200.00"
"100.00","100.00",""
"740.00","740.00",""
"107.00","107.00",""
"69.00","79.00","69.00"
"77.80","109.00","77.80"
"69.00","69.00",""
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"77.80","98.00","77.80"
"130.00","150.00","130.00"
"77.80","107.00","77.80"
"77.80","109.00","77.80"
"120.00","120.00",""
"77.80","109.00","77.80"
"100.00","100.00","100.00"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"160.00","160.00",""
"100.00","109.00","100.00"
"78.00","109.00","78.00"
"78.00","99.00","78.00"
"77.80","99.00","77.80"
"150.00","150.00",""
"1300.00","1865.00","1300.00"
"105.00","105.00",""
"77.80","99.00","77.80"
"69.00","69.00",""
"100.00","100.00",""
"90.00","89.00","90.00"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"155.60","140.00","155.60"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"94.00","94.00",""
"79.00","79.00",""
"110.00","79.00","80.00"
"90.00","89.00","90.00"
"154.00","140.00",""
"49.00","49.00",""
"740.00","740.00",""
"110.00","79.00","100.00"
"1300.00","1865.00","1300.00"
"1400.00","1865.00","1400.00"
"120.00","120.00",""
"77.80","109.00","77.80"
"77.90","109.00","77.80"
"120.00","120.00",""
"155.00","155.00",""
"109.00","109.00",""
"104.00","104.00",""
"77.80","99.00","77.80"
"109.00","109.00",""
"195.00","195.00",""
"77.80","99.00","77.80"
"77.80","109.00","77.80"
"107.98","99.00","77.98"
"145.00","145.00",""
"77.80","109.00","77.80"
"220.00","220.00",""
"69.00","69.00",""
"70.00","109.00","70.00"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"240.00","570.00","240.00"
"155.56","160.00","155.56"
"77.80","109.00","77.80"
"77.80","98.00","77.80"
"59.00","59.00",""
"130.00","100.00",""
"102.00","102.00",""
"190.00","190.00",""
"145.00","135.00",""
"118.00","100.00","118.00"
"77.80","109.00","77.80"
"211.10","100.00","180.00"
"85.60","109.00","70.00"
"85.00","109.00","85.00"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"54.00","54.00",""
"150.00","135.00",""
"200.00","140.00",""
"79.00","79.00",""
"458.00","458.00",""
"77.80","107.00","77.80"
"574.00","574.00",""
"69.00","69.00",""
"100.00","100.00",""
"87.80","109.00","77.80"
"119.00","89.00","119.00"
"77.80","109.00","77.80"
"150.00","200.00","150.00"
"77.80","109.00","77.80"
"109.00","109.00",""
"77.80","109.00","77.80"
"49.00","49.00",""
"111.80","109.00","77.80"
"80.00","109.00","80.00"
"77.80","109.00","77.80"
"121.20","99.00","109.00"
"139.00","110.00",""
"120.00","120.00",""
"120.00","120.00",""
"105.00","105.00",""
"100.00","135.00","100.00"
"360.00","360.00",""
"89.00","89.00","89.00"
"250.00","360.00","250.00"
"77.80","109.00","77.80"
"100.00","100.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"80.00","110.00","80.00"
"49.00","49.00",""
"56.00","109.00","56.00"
"100.00","100.00",""
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"90.00","110.00","80.00"
"69.00","69.00",""
"111.20","109.00","111.20"
"100.00","109.00","100.00"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"54.00","54.00",""
"612.00","300.00","612.00"
"112.00","109.00","77.80"
"77.80","99.00","77.80"
"120.00","120.00","119.00"
"79.00","79.00",""
"77.80","99.00","77.80"
"335.00","330.00","335.00"
"77.80","99.00","77.80"
"80.00","110.00","80.00"
"49.00","49.00",""
"110.00","109.00","110.00"
"111.00","109.00","111.00"
"100.00","89.00","100.00"
"89.00","89.00",""
"77.80","98.00","77.80"
"100.00","109.00","100.00"
"100.00","109.00","100.00"
"100.00","100.00","100.00"
"222.00","240.00","180.00"
"110.00","100.00","110.00"
"49.00","49.00",""
"49.00","49.00",""
"90.00","89.00","90.00"
"79.00","79.00",""
"77.80","99.00","77.80"
"79.00","79.00",""
"49.00","49.00",""
"110.10","109.00","77.80"
"54.00","54.00",""
"54.00","54.00",""
"54.00","54.00",""
"77.80","109.00","77.80"
"144.00","144.00",""
"166.70","125.00",""
"77.80","109.00","77.80"
"89.00","89.00",""
"89.00","89.00",""
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"89.00","89.00",""
"89.00","89.00",""
"77.80","109.00","77.80"
"77.80","100.00","77.80"
"69.00","69.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"54.00","54.00",""
"69.00","69.00",""
"89.00","89.00",""
"89.00","69.00",""
"79.00","79.00",""
"89.00","89.00",""
"124.00","124.00",""
"115.00","100.00",""
"49.00","49.00",""
"120.00","120.00",""
"390.00","390.00",""
"109.00","109.00","109.00"
"77.80","99.00","77.80"
"89.00","89.00",""
"89.00","89.00","89.00"
"79.00","79.00",""
"60.00","74.00","60.00"
"77.80","99.00","77.80"
"100.00","99.00","77.80"
"77.80","107.00","77.80"
"107.80","99.00","77.80"
"77.80","107.00","77.80"
"120.00","120.00",""
"115.00","115.00",""
"77.80","109.00","77.80"
"115.00","115.00",""
"100.00","119.00","100.00"
"112.80","109.00","77.80"
"159.00","109.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"120.00","125.00","120.00"
"160.00","160.00",""
"160.00","160.00",""
"160.00","160.00",""
"78.00","109.00","78.00"
"174.00","165.00","140.00"
"120.00","120.00",""
"100.00","100.00","100.00"
"110.00","100.00",""
"134.00","109.00","100.00"
"79.00","79.00",""
"69.00","69.00",""
"120.00","120.00",""
"100.00","114.00","100.00"
"267.23","205.00","235.00"
"180.00","260.00","180.00"
"105.00","105.00",""
"78.00","109.00","78.00"
"150.00","120.00","150.00"
"130.00","120.00","130.00"
"100.00","119.00","100.00"
"74.00","74.00",""
"89.00","89.00",""
"120.00","109.00","120.00"
"89.00","99.00","77.80"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"69.00","49.00","69.00"
"100.00","100.00","100.00"
"113.00","54.00","78.00"
"100.00","89.00","100.00"
"77.80","100.00","77.80"
"469.00","240.00","333.00"
"90.00","104.00","90.00"
"110.00","124.00","110.00"
"88.90","109.00","88.90"
"77.80","99.00","77.80"
"94.00","94.00",""
"62.00","59.00","62.00"
"107.80","98.00","77.80"
"143.00","69.00",""
"450.00","450.00",""
"78.00","109.00","78.00"
"70.00","69.00","70.00"
"78.00","109.00","78.00"
"69.00","69.00",""
"125.00","125.00",""
"54.00","54.00",""
"450.00","450.00",""
"179.00","125.00","125.00"
"49.00","49.00",""
"90.00","89.00","90.00"
"124.00","124.00",""
"119.00","119.00",""
"69.00","69.00",""
"100.00","100.00",""
"99.00","99.00",""
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"100.00","100.00",""
"77.80","99.00","77.80"
"110.00","100.00","100.00"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"77.80","99.00","77.80"
"97.80","109.00","77.80"
"80.00","100.00","80.00"
"120.00","120.00",""
"120.00","120.00",""
"60.00","94.00","60.00"
"50.00","59.00","50.00"
"69.00","69.00",""
"69.00","69.00",""
"49.00","49.00",""
"98.00","98.00",""
"78.00","99.00","78.00"
"130.00","119.00","130.00"
"49.00","49.00",""
"138.00","138.00",""
"120.00","100.00","120.00"
"89.00","89.00",""
"167.80","109.00","77.80"
"69.00","69.00",""
"114.00","109.00","114.00"
"78.00","109.00","78.00"
"160.00","160.00",""
"78.00","98.00","76.00"
"84.00","94.00","84.00"
"208.00","100.00","208.00"
"77.80","109.00","77.80"
"56.00","99.00","56.00"
"156.00","160.00","156.00"
"70.00","69.00","70.00"
"49.00","49.00","49.00"
"69.00","69.00",""
"99.00","99.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"170.00","170.00",""
"77.80","109.00","77.80"
"69.00","69.00",""
"77.80","109.00","77.80"
"200.00","200.00",""
"105.00","105.00",""
"77.80","109.00","77.80"
"100.00","109.00","100.00"
"109.00","109.00",""
"89.00","89.00",""
"30.00","54.00","30.00"
"59.00","59.00",""
"110.00","110.00","90.00"
"1223.00","1225.00","1223.00"
"114.00","114.00",""
"74.00","74.00",""
"321.00","109.00","160.00"
"104.00","104.00",""
"70.00","109.00","70.00"
"78.00","49.00",""
"200.00","200.00",""
"215.00","215.00",""
"215.00","215.00",""
"255.00","180.00","120.00"
"69.00","69.00",""
"77.80","49.00","54.00"
"109.00","109.00",""
"156.00","160.00","156.00"
"110.00","110.00",""
"99.00","99.00",""
"77.80","109.00","77.80"
"77.80","109.00","77.80"
"77.80","99.00","77.80"
"120.00","120.00",""
